Appname,Date,Score,Text,text
"Paytm Money: Stocks, MF, IPO",Unknown,1,App is getting struck while buying or selling the orders,app is getting struck while buying or selling the orders
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Very disappointing experience! My sell order did not execute even though the market price was above my set limit. This is unacceptable and raises serious concerns about the platform's reliability. Please fix these issues and improve order execution accuracy. If not resolved, I will have to consider switching to a more reliable platform",very disappointing experience my sell order did not execute even though the market price was above my set limit this is unacceptable and raises serious concerns about the platforms reliability please fix these issues and improve order execution accuracy if not resolved i will have to consider switching to a more reliable platform
"Paytm Money: Stocks, MF, IPO",Unknown,1,Worst application handling,worst application handling
"Paytm Money: Stocks, MF, IPO",Unknown,1,"I'm unable to exit my open position which may occur in loss and if that happens I'll claim on Paytm for my loss and they have to pay it. Because your app isn't responding properly, that's why I'm unable to exit my position. Even i have placed the sell order which had met the selling price but still sell order isn't executed.So please urgently and immediately resolve this problem. I even I'm unable to raise the ticket and customer care call isn't connecting or responding. Worst ever app.",im unable to exit my open position which may occur in loss and if that happens ill claim on paytm for my loss and they have to pay it because your app isnt responding properly thats why im unable to exit my position even i have placed the sell order which had met the selling price but still sell order isnt executedso please urgently and immediately resolve this problem i even im unable to raise the ticket and customer care call isnt connecting or responding worst ever app
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Trying to complete kyc from 3 days,app is showing error,when contacted to customer care they are saying to re install app,but still same issue",trying to complete kyc from daysapp is showing errorwhen contacted to customer care they are saying to re install appbut still same issue
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Before update every strike price visible fast move, now too much hanging and prices not move fast",before update every strike price visible fast move now too much hanging and prices not move fast
"Paytm Money: Stocks, MF, IPO",Unknown,1,Basically no customer support. Useless app interface.Even the account closure option is not available neither in app or web portal.,basically no customer support useless app interfaceeven the account closure option is not available neither in app or web portal
"Paytm Money: Stocks, MF, IPO",Unknown,1,very bad experience. which SIP HAS cancelled of this SIP AMOUNT HAS DEDUCTED.,very bad experience which sip has cancelled of this sip amount has deducted
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Ye bahut bakbass app hai,nhi bank account aad ho rha hai aur nhi sell ho rha hai pahle thik tha ab bekar ho gaya hai",ye bahut bakbass app hainhi bank account aad ho rha hai aur nhi sell ho rha hai pahle thik tha ab bekar ho gaya hai
"Paytm Money: Stocks, MF, IPO",Unknown,1,There is no option to view Shareholding Pattern and Financial Performance of a particular stock. I mean this is basic feature an investor need.,there is no option to view shareholding pattern and financial performance of a particular stock i mean this is basic feature an investor need
"Paytm Money: Stocks, MF, IPO",Unknown,1,Login option not showing,login option not showing
"Paytm Money: Stocks, MF, IPO",Unknown,4,Application id good but MF bought from this app should be credited in Demat account,application id good but mf bought from this app should be credited in demat account
"Paytm Money: Stocks, MF, IPO",Unknown,1,Don't recommended # threat for ur portfolio,dont recommended threat for ur portfolio
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Poor customer care, they never resolve issues on time.",poor customer care they never resolve issues on time
"Paytm Money: Stocks, MF, IPO",Unknown,5,Great,great
"Paytm Money: Stocks, MF, IPO",Unknown,1,Very bad service,very bad service
"Paytm Money: Stocks, MF, IPO",Unknown,5,Clean and clear app,clean and clear app
"Paytm Money: Stocks, MF, IPO",Unknown,3,"After I upgrade with the latest update I see the option of help with specific order. But I cannot put any support request for the same. On submit it always shows error ""Something went wrong. Please try again.""",after i upgrade with the latest update i see the option of help with specific order but i cannot put any support request for the same on submit it always shows error something went wrong please try again
"Paytm Money: Stocks, MF, IPO",Unknown,5,"While installing this app, a warning message is coming as malicious viruse trojan contains. Uninstall the app or ignore the warning",while installing this app a warning message is coming as malicious viruse trojan contains uninstall the app or ignore the warning
"Paytm Money: Stocks, MF, IPO",Unknown,5,Exlent,exlent
"Paytm Money: Stocks, MF, IPO",Unknown,1,App is crashing on Android 15(Stock OxygenOS 15). Can't make any version of the app work,app is crashing on android stock oxygenos cant make any version of the app work
"Paytm Money: Stocks, MF, IPO",Unknown,1,"I have used it, the money has not come back. Again, all the stocks I bought have been cut off and the balance has been cut. It is better than this, groww app is better",i have used it the money has not come back again all the stocks i bought have been cut off and the balance has been cut it is better than this groww app is better
"Paytm Money: Stocks, MF, IPO",Unknown,3,"When initiating more than one SIP in same stock, investor must be informed",when initiating more than one sip in same stock investor must be informed
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Since they made AMC free, they increased brokerage charges too much. Now they have the highest brokerage charges amongst all discount brokers when you take delivery of stocks. The main reason I opened an account on paytm money was it's low brokerage charges which is now totally contrary(highest brokerage charges). Now Groww and Angel one are far more better than this third class paytm money app in all aspects like low brokerage, great UI, better customer support, etc.",since they made amc free they increased brokerage charges too much now they have the highest brokerage charges amongst all discount brokers when you take delivery of stocks the main reason i opened an account on paytm money was its low brokerage charges which is now totally contraryhighest brokerage charges now groww and angel one are far more better than this third class paytm money app in all aspects like low brokerage great ui better customer support etc
"Paytm Money: Stocks, MF, IPO",Unknown,5,So fantastic,so fantastic
"Paytm Money: Stocks, MF, IPO",Unknown,1,Bad,bad
"Paytm Money: Stocks, MF, IPO",Unknown,4,Paytm money tax p&l year end par दिखता है । इसे क्वार्टर वाइज Zerodha की तरह दिखाया जाना चाहिए। ताकि हम ये पता कर सकें कि कहां पर loss harbesting करनी है । इस पर कार्यवाही करने का कष्ट करें । इसे कम से कम year end से 3 महीने पहले ही visible बनाया जाना चाहिए अन्यथा हमे paytm money से बाहर होना पड़ेगा ।,paytm money tax pl year end par दखत ह इस कवरटर वइज zerodha क तरह दखय जन चहए तक हम य पत कर सक क कह पर loss harbesting करन ह इस पर करयवह करन क कषट कर इस कम स कम year end स महन पहल ह visible बनय जन चहए अनयथ हम paytm money स बहर हन पड़ग
"Paytm Money: Stocks, MF, IPO",Unknown,1,Please improve ur app,please improve ur app
"Paytm Money: Stocks, MF, IPO",Unknown,5,Love the new update,love the new update
"Paytm Money: Stocks, MF, IPO",Unknown,1,Bad luck for the app,bad luck for the app
"Paytm Money: Stocks, MF, IPO",Unknown,4,Great app need more optimisation for smooth experience,great app need more optimisation for smooth experience
"Paytm Money: Stocks, MF, IPO",Unknown,1,Worst aap,worst aap
"Paytm Money: Stocks, MF, IPO",Unknown,1,na koi support hai na koi customer care contact karte hai. bekaar hai ekdam,na koi support hai na koi customer care contact karte hai bekaar hai ekdam
"Paytm Money: Stocks, MF, IPO",Unknown,1,Very hard to use,very hard to use
"Paytm Money: Stocks, MF, IPO",Unknown,1,Ui has turned pathetic... Previous ui looked better and easy,ui has turned pathetic previous ui looked better and easy
"Paytm Money: Stocks, MF, IPO",Unknown,1,Too much hanging and strike price not updated it's very difficult to find price,too much hanging and strike price not updated its very difficult to find price
"Paytm Money: Stocks, MF, IPO",Unknown,1,Fair,fair
"Paytm Money: Stocks, MF, IPO",Unknown,2,Koi help line number hi nahin hai,koi help line number hi nahin hai
"Paytm Money: Stocks, MF, IPO",Unknown,1,Worst broker. Stocks missing from portfolio. Nobody is responding or taking it serious. Worst one. I have complained to sebi.,worst broker stocks missing from portfolio nobody is responding or taking it serious worst one i have complained to sebi
"Paytm Money: Stocks, MF, IPO",Unknown,1,Nice,nice
"Paytm Money: Stocks, MF, IPO",Unknown,2,"VERY UNHAPPY WITH CUSTOMER SUPPORT. HAVE APPLIED FOR MOBILE NUMBER UPDATE FOR ALMOST A YEAR. BUT STILL IT'S SHOWING 'UNDER PROGRESS. ON CALL, NOT ONE'S EVER AVAILABLE. YOU CAN RAISE INNUMERABLE COMPLAINTS (TICKETS) BUT TO NO AVAIL. AFTER FEW DAYS IT IS AUTOMATICALLY RESOLVED WITHOUT ANY ACTION. ASKING THEM TO CALL ME,THEY NEVER CALL ME. NO SUPERVISOR'S EVER AVAILABLE ON CALL. WHO EVER COMES ON CALL SAY ONE ONE THING THAT IT WILL BE DONE BUT NOTHING HAPPENS. I'M SURE THEY WON'T REPLY TO THIS.",very unhappy with customer support have applied for mobile number update for almost a year but still its showing under progress on call not ones ever available you can raise innumerable complaints tickets but to no avail after few days it is automatically resolved without any action asking them to call methey never call me no supervisors ever available on call who ever comes on call say one one thing that it will be done but nothing happens im sure they wont reply to this
"Paytm Money: Stocks, MF, IPO",Unknown,1,Very very worst app as a Investment option. No customer supoort. Please do not refer to anyone. I am feeling cheated. Number one fraud app.,very very worst app as a investment option no customer supoort please do not refer to anyone i am feeling cheated number one fraud app
"Paytm Money: Stocks, MF, IPO",Unknown,1,"There is no zero star to give for the customer support they have. So giving 1 start, else this application doesn't deserve 0.1 star.",there is no zero star to give for the customer support they have so giving start else this application doesnt deserve star
"Paytm Money: Stocks, MF, IPO",Unknown,1,This is one of the worst app.,this is one of the worst app
"Paytm Money: Stocks, MF, IPO",Unknown,1,Paytm money app gets off ' please try again and refresh ' frequently in a month . Their app technical team and support is not so prompt to resolve the app bugs and issues .,paytm money app gets off please try again and refresh frequently in a month their app technical team and support is not so prompt to resolve the app bugs and issues
"Paytm Money: Stocks, MF, IPO",Unknown,5,Very excellent,very excellent
"Paytm Money: Stocks, MF, IPO",Unknown,4,Good,good
"Paytm Money: Stocks, MF, IPO",Unknown,5,Good,good
"Paytm Money: Stocks, MF, IPO",Unknown,5,Ok,ok
"Paytm Money: Stocks, MF, IPO",Unknown,3,App is good But I feel lack of some features 1) there should be a dedicated watchlist in trader mode of all the stocks works in future and option with filters 2) there should be a Lil watch list of all the indexes which deals in f&o,app is good but i feel lack of some features there should be a dedicated watchlist in trader mode of all the stocks works in future and option with filters there should be a lil watch list of all the indexes which deals in fo
"Paytm Money: Stocks, MF, IPO",Unknown,1,Worst customer support & trading platform.,worst customer support trading platform
"Paytm Money: Stocks, MF, IPO",Unknown,5,Best app everything,best app everything
"Paytm Money: Stocks, MF, IPO",Unknown,1,3rd class customer support.,rd class customer support
"Paytm Money: Stocks, MF, IPO",Unknown,2,Bad customer service,bad customer service
"Paytm Money: Stocks, MF, IPO",Unknown,1,High charges for equity delivery 20 per each I don't suggest to others,high charges for equity delivery per each i dont suggest to others
"Paytm Money: Stocks, MF, IPO",Unknown,1,ye kaisa update hai app ka... jisme otp dekhne jao to page hi refresh ho jata hai... mtlb na aap SIP edit kar sakte ho aur na hi band kar sakte ho... bas chalu kar sakte ho... i request everyone not to i stall this app.,ye kaisa update hai app ka jisme otp dekhne jao to page hi refresh ho jata hai mtlb na aap sip edit kar sakte ho aur na hi band kar sakte ho bas chalu kar sakte ho i request everyone not to i stall this app
"Paytm Money: Stocks, MF, IPO",Unknown,4,"Hello, I'm not able to start the app. it's getting crashed every time I try to open. Is there any problem???",hello im not able to start the app its getting crashed every time i try to open is there any problem
"Paytm Money: Stocks, MF, IPO",Unknown,1,Bad,bad
"Paytm Money: Stocks, MF, IPO",Unknown,1,Hii team please add back option For kyc i mistakenly entered wrong dob but no back option to change that if someone entered wrong pan or dob what can we do,hii team please add back option for kyc i mistakenly entered wrong dob but no back option to change that if someone entered wrong pan or dob what can we do
"Paytm Money: Stocks, MF, IPO",Unknown,1,Over charge per order also charges is deducted from executed stocks and also deducted from available balance fund,over charge per order also charges is deducted from executed stocks and also deducted from available balance fund
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Worst application, unable to do Kyc for trading. No helpline also working",worst application unable to do kyc for trading no helpline also working
"Paytm Money: Stocks, MF, IPO",Unknown,1,These ppl have blocked my mutual funds money Customer care don't even call back even after ticket is raised,these ppl have blocked my mutual funds money customer care dont even call back even after ticket is raised
"Paytm Money: Stocks, MF, IPO",Unknown,1,Using both groww and this but groww is much better,using both groww and this but groww is much better
"Paytm Money: Stocks, MF, IPO",Unknown,3,"Hello Paytm team, from last couple of days. I see the application is throwing error while submitting the query. In the help and support section I select my past order and then fill up my query and sending the same. It shows ""some error occurred"".",hello paytm team from last couple of days i see the application is throwing error while submitting the query in the help and support section i select my past order and then fill up my query and sending the same it shows some error occurred
"Paytm Money: Stocks, MF, IPO",Unknown,5,Best for trading in low brokerage,best for trading in low brokerage
"Paytm Money: Stocks, MF, IPO",Unknown,1,Poor app,poor app
"Paytm Money: Stocks, MF, IPO",Unknown,4,Best app,best app
"Paytm Money: Stocks, MF, IPO",Unknown,3,Please reduce MTF interest rate like kotak neo for expanding your business and acquiring more clients...,please reduce mtf interest rate like kotak neo for expanding your business and acquiring more clients
"Paytm Money: Stocks, MF, IPO",Unknown,1,as a long time customer.... I will like to have some features like. before in old version ...I can see individual stocks daily changes in price for every individual stock . overall daily portfolio value up and down. Now I am facing difficult to see how much I m gaining or loosing in each stock . Another feature I would like if you can give a feature where I can create a different portfolios. and track different portfolio changes.,as a long time customer i will like to have some features like before in old version i can see individual stocks daily changes in price for every individual stock overall daily portfolio value up and down now i am facing difficult to see how much i m gaining or loosing in each stock another feature i would like if you can give a feature where i can create a different portfolios and track different portfolio changes
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Kyc issues, very poor customer support",kyc issues very poor customer support
"Paytm Money: Stocks, MF, IPO",Unknown,1,Very Bed App Demet Se kabhi bhi paise kaat lete hai or Demet me meri holding bhi show hona band ho gyi thi jis wajah se mera loss ho gya or costumer care me call karo to koi sunne taiyar nahi hota bina kisi reason mera account negative kar diya tha uske baad mera 3000 rupee bina reason kaat liye pucho to koi acche se jawab tak nahi deta hai *Sabhi se request hai app se bach kar rahe aaj mere itne paise Demet se chura liye kya pta kal ko aap logo ke paise bhi uda de*,very bed app demet se kabhi bhi paise kaat lete hai or demet me meri holding bhi show hona band ho gyi thi jis wajah se mera loss ho gya or costumer care me call karo to koi sunne taiyar nahi hota bina kisi reason mera account negative kar diya tha uske baad mera rupee bina reason kaat liye pucho to koi acche se jawab tak nahi deta hai sabhi se request hai app se bach kar rahe aaj mere itne paise demet se chura liye kya pta kal ko aap logo ke paise bhi uda de
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Very bad service. Once you open the account, you can't close your account. They can only suspend your account temporarily and can't close your account permanently in any way. I contacted and mailed several times to close the account, but the result is the same.",very bad service once you open the account you cant close your account they can only suspend your account temporarily and cant close your account permanently in any way i contacted and mailed several times to close the account but the result is the same
"Paytm Money: Stocks, MF, IPO",Unknown,1,"सर, मैं 100, 200, 500, 1000 रुपए इन्वेस्ट करता था। पर अब नही करता हु। कारण सर पहले डिलेवरी ट्रेड पर ज़ीरो प्रतिशत ब्रेक्रेज लता था। पर 2.5 प्रतिशत या 20 रुपए जो भी काम हो लगता है। ये जो सर 2.5 प्रतिशत लगता है इसके कारण मैं अब इन्वेस्ट नही करता। कारण सर यह है की जब मैं 100, 200, 500, 1000 रुपए इन्वेस्ट करता हु तो 2.5 प्रतिशत ब्रोकरेज साथ ही गेवरमेंट टैक्स के साथ यह 3 प्रतिशत हो जाता है। जिसके कारण अब मैं पेटीएम मनी पर इन्वेस्ट करना बंद कर दिया हु।",सर म रपए इनवसट करत थ पर अब नह करत ह करण सर पहल डलवर टरड पर जर परतशत बरकरज लत थ पर परतशत य रपए ज भ कम ह लगत ह य ज सर परतशत लगत ह इसक करण म अब इनवसट नह करत करण सर यह ह क जब म रपए इनवसट करत ह त परतशत बरकरज सथ ह गवरमट टकस क सथ यह परतशत ह जत ह जसक करण अब म पटएम मन पर इनवसट करन बद कर दय ह
"Paytm Money: Stocks, MF, IPO",Unknown,1,Worst experience ever I lost my shares without intimation..no responsibility for others money..Worst customer support..,worst experience ever i lost my shares without intimationno responsibility for others moneyworst customer support
"Paytm Money: Stocks, MF, IPO",Unknown,1,Mera loss ho gaya isilia 1 star,mera loss ho gaya isilia star
"Paytm Money: Stocks, MF, IPO",Unknown,5,Very Nice appointment here,very nice appointment here
"Paytm Money: Stocks, MF, IPO",Unknown,5,Ptm money is a very very nice plateform.i am so happy this trading aap,ptm money is a very very nice plateformi am so happy this trading aap
"Paytm Money: Stocks, MF, IPO",Unknown,1,Paytm बहुत खराब इंटरफेस है और कहीं भी कोई ढंग का हेल्पिंग डेस्क नही है राम भरोसे चल रहा है शर्मा जी का तो ..insta option दिखाया तो app में ऊपर से 3500 के सब्सक्रिप्शन भी ले लिया बाद में मालूम हुआ कि इनके app में कोई instaoption है ही नही ..क्या भाई ऐसे ही जनता का काट रहे हो,paytm बहत खरब इटरफस ह और कह भ कई ढग क हलपग डसक नह ह रम भरस चल रह ह शरम ज क त insta option दखय त app म ऊपर स क सबसकरपशन भ ल लय बद म मलम हआ क इनक app म कई instaoption ह ह नह कय भई ऐस ह जनत क कट रह ह
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Don't go for it, support only for NSE SME IPO not for BSE SME IPO",dont go for it support only for nse sme ipo not for bse sme ipo
"Paytm Money: Stocks, MF, IPO",Unknown,1,Bad customer support,bad customer support
"Paytm Money: Stocks, MF, IPO",Unknown,1,Not satisfied with the update. Older version was more user friendly.,not satisfied with the update older version was more user friendly
"Paytm Money: Stocks, MF, IPO",Unknown,1,Very very high charges for buying fees/charges Now.,very very high charges for buying feescharges now
"Paytm Money: Stocks, MF, IPO",Unknown,1,Worst experience,worst experience
"Paytm Money: Stocks, MF, IPO",Unknown,2,I raised 2 tickets to discuss about my mutual fund withdrawal but no on responded. There is no helpline either nor they have live chat option,i raised tickets to discuss about my mutual fund withdrawal but no on responded there is no helpline either nor they have live chat option
"Paytm Money: Stocks, MF, IPO",Unknown,2,It not show all SIP of one mutual fund. It is not user friendly,it not show all sip of one mutual fund it is not user friendly
"Paytm Money: Stocks, MF, IPO",Unknown,5,Very good,very good
"Paytm Money: Stocks, MF, IPO",Unknown,1,"The app is full of bugs. I have been trying to finish kyc since over a month now and still stuck. Can't even raise customer support ticket effectively from the app. The customer support is also very bad. Overall, very bad user experience..",the app is full of bugs i have been trying to finish kyc since over a month now and still stuck cant even raise customer support ticket effectively from the app the customer support is also very bad overall very bad user experience
"Paytm Money: Stocks, MF, IPO",Unknown,1,Mai isse bahut time se use kar rha hu in 2020 Maine 5 star kiya tha abhi vo change karna pad rha hai or may be mujhe ye platform hi change karna pade kisi or mai jana pade kyuki pahle delivery free thi abhi every time 20 charge karte hai 15 Jan se abhi tak Maine 50 transaction ki jinke Maine 1300(1000 platform fee20 rs per transaction)with tax approx pay kiye jabki jab delivery free thi tab platform charge fix tha pure year ka jo ki under 500 hi tha.ek or baat price badhane ki sirf ek mail.,mai isse bahut time se use kar rha hu in maine star kiya tha abhi vo change karna pad rha hai or may be mujhe ye platform hi change karna pade kisi or mai jana pade kyuki pahle delivery free thi abhi every time charge karte hai jan se abhi tak maine transaction ki jinke maine platform fee rs per transactionwith tax approx pay kiye jabki jab delivery free thi tab platform charge fix tha pure year ka jo ki under hi thaek or baat price badhane ki sirf ek mail
"Paytm Money: Stocks, MF, IPO",Unknown,1,You can't even call to speak to customerservice,you cant even call to speak to customerservice
"Paytm Money: Stocks, MF, IPO",Unknown,2,"I started using this app in 2019. It's good for Mutual Fund investment but not for stocks as they don't show financials of any company which is important to understand companies performance & for that have to move to different app. Also, instead of one time, ask to give biometric twice during login. Previous experience for different issue: Support is not that helpful.",i started using this app in its good for mutual fund investment but not for stocks as they dont show financials of any company which is important to understand companies performance for that have to move to different app also instead of one time ask to give biometric twice during login previous experience for different issue support is not that helpful
"Paytm Money: Stocks, MF, IPO",Unknown,1,Kyc problem After submitting Name showing Somthing went wrong.,kyc problem after submitting name showing somthing went wrong
"Paytm Money: Stocks, MF, IPO",Unknown,3,Where is ETF section it should be in separate...Give color blue or whatever for section.. stock and MF and NPS and ETF,where is etf section it should be in separategive color blue or whatever for section stock and mf and nps and etf
"Paytm Money: Stocks, MF, IPO",Unknown,2,"Regarding statements there's no view option to see just what is happening, only e-mail to address. Please provide view option also of last week details",regarding statements theres no view option to see just what is happening only email to address please provide view option also of last week details
"Paytm Money: Stocks, MF, IPO",Unknown,5,Nice,nice
"Paytm Money: Stocks, MF, IPO",Unknown,5,Nice,nice
"Paytm Money: Stocks, MF, IPO",Unknown,1,Wrost services,wrost services
"Paytm Money: Stocks, MF, IPO",Unknown,1,Not opening,not opening
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Don't trust them , they are bound to doom with the current customers care services. Lost my trust!",dont trust them they are bound to doom with the current customers care services lost my trust
"Paytm Money: Stocks, MF, IPO",Unknown,2,Previous version was better. Same date %age change in portfolio not showing. Today's biggest looser and gainer not showing.,previous version was better same date age change in portfolio not showing todays biggest looser and gainer not showing
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Very rost app. Since last two days, I am tried to unfreeze account on your IVR no. The call was disconnected automatically when enter D. O. B.",very rost app since last two days i am tried to unfreeze account on your ivr no the call was disconnected automatically when enter d o b
"Paytm Money: Stocks, MF, IPO",Unknown,5,Superb. Everything what you need. User friendly interface.,superb everything what you need user friendly interface
"Paytm Money: Stocks, MF, IPO",Unknown,5,Very Nice,very nice
"Paytm Money: Stocks, MF, IPO",Unknown,1,Pathetic interface,pathetic interface
"Paytm Money: Stocks, MF, IPO",Unknown,1,"Worst app, quantity is not showing in watchlist, i have told multiple times but problem not solved yet.",worst app quantity is not showing in watchlist i have told multiple times but problem not solved yet
"Paytm Money: Stocks, MF, IPO",Unknown,5,Awesome,awesome
"Paytm Money: Stocks, MF, IPO",Unknown,1,मत युज करो रोज मेरे साठ रुपये डेबिट हो रही हे किस बात के कट हो रही है कोई बता नही रहा app mein dekhne ke liye bhi paise lagte Hain,मत यज कर रज मर सठ रपय डबट ह रह ह कस बत क कट ह रह ह कई बत नह रह app mein dekhne ke liye bhi paise lagte hain
"Paytm Money: Stocks, MF, IPO",Unknown,5,Very nice,very nice
"Paytm Money: Stocks, MF, IPO",Unknown,5,Super,super
"Paytm Money: Stocks, MF, IPO",Unknown,1,Costumer service very 😞 this account,costumer service very this account
"Paytm Money: Stocks, MF, IPO",Unknown,1,This is fraud app Don't use this app,this is fraud app dont use this app
"Paytm Money: Stocks, MF, IPO",Unknown,1,Very bed,very bed
"Paytm Money: Stocks, MF, IPO",Unknown,1,Poor service do not trade in this platform please,poor service do not trade in this platform please
"Paytm Money: Stocks, MF, IPO",Unknown,1,Horrible customer support..unstable app..no response for customer care at all,horrible customer supportunstable appno response for customer care at all
"Paytm Money: Stocks, MF, IPO",Unknown,1,Brokerage charges are too much compared to industry standard Rs20 per order,brokerage charges are too much compared to industry standard rs per order
"Paytm Money: Stocks, MF, IPO",Unknown,1,New UI is so bad and the UX also sucks,new ui is so bad and the ux also sucks
