Appname,Date,Score,Text,text
"Squid: Take Notes, Markup PDFs",Unknown,5,I frequently used it for art since grade 2 and I STILL had my drawings on Google photos,i frequently used it for art since grade and i still had my drawings on google photos
"Squid: Take Notes, Markup PDFs",Unknown,3,"Responsive app and has all the features I expect from a note taking app on a tablet, but the paywalls are a dealbreaker for me. No PDF import in the free version...",responsive app and has all the features i expect from a note taking app on a tablet but the paywalls are a dealbreaker for me no pdf import in the free version
"Squid: Take Notes, Markup PDFs",Unknown,4,"Why do you not allow customisation of the task bar? It's stupid that I cannot just add eraser to the top, instead of having to click a button and then select eraser, just do the same to get back to the pen... This would be much easier if you put them all separately at the top Also, it would be good if I could add subfolders in each folder to organise notes...",why do you not allow customisation of the task bar its stupid that i cannot just add eraser to the top instead of having to click a button and then select eraser just do the same to get back to the pen this would be much easier if you put them all separately at the top also it would be good if i could add subfolders in each folder to organise notes
"Squid: Take Notes, Markup PDFs",Unknown,3,Basic app. Works smoothly with pen but lacks major features. It would be an ultimate app if they provide Auto-Shape features. It's cumbersome to select shapes everytime.,basic app works smoothly with pen but lacks major features it would be an ultimate app if they provide autoshape features its cumbersome to select shapes everytime
"Squid: Take Notes, Markup PDFs",Unknown,5,"Great app, love doodling and writing in it",great app love doodling and writing in it
"Squid: Take Notes, Markup PDFs",Unknown,3,No text insertation for free version. This should be mentioned in the description,no text insertation for free version this should be mentioned in the description
"Squid: Take Notes, Markup PDFs",Unknown,5,5 stars. But please add bookmarks functionality on imported pdfs,stars but please add bookmarks functionality on imported pdfs
"Squid: Take Notes, Markup PDFs",Unknown,5,Love this app for PDF markups on site visits and for information on plan changes that get sent to my team.,love this app for pdf markups on site visits and for information on plan changes that get sent to my team
"Squid: Take Notes, Markup PDFs",Unknown,2,No fullscreen mode I can't choose words in pdfs i can only write over them I can't scroll the pages down instead i have to push a button every time i wanna change the page Bad design It is mostly bad but it is cheap and i can see why,no fullscreen mode i cant choose words in pdfs i can only write over them i cant scroll the pages down instead i have to push a button every time i wanna change the page bad design it is mostly bad but it is cheap and i can see why
"Squid: Take Notes, Markup PDFs",Unknown,1,I hate it and like it‚it took away all my data.,i hate it and like itit took away all my data
"Squid: Take Notes, Markup PDFs",Unknown,1,Pdf import is not included in free version,pdf import is not included in free version
"Squid: Take Notes, Markup PDFs",Unknown,5,Trust worthy app,trust worthy app
"Squid: Take Notes, Markup PDFs",Unknown,1,thes in not creat for kurd,thes in not creat for kurd
"Squid: Take Notes, Markup PDFs",Unknown,5,It's a life-saver. I really like the infinite note taking system. One thing that I would like to have a search option to find notes with specific titles. A favorites option would be the cherry on top,its a lifesaver i really like the infinite note taking system one thing that i would like to have a search option to find notes with specific titles a favorites option would be the cherry on top
"Squid: Take Notes, Markup PDFs",Unknown,5,Good,good
"Squid: Take Notes, Markup PDFs",Unknown,1,Why are basic tools something I have to buy? This app didn't even get me through the test phase when I saw that... There are way too many alternatives to not just provide utterly basic functions.,why are basic tools something i have to buy this app didnt even get me through the test phase when i saw that there are way too many alternatives to not just provide utterly basic functions
"Squid: Take Notes, Markup PDFs",Unknown,5,"I really enjoy using this app! Thanks to it, my desk is much cleaner since I don’t need piles of paper anymore. I also use the app instead of a clipboard when I’m on the go, which has made my workflow smoother and more organized.",i really enjoy using this app thanks to it my desk is much cleaner since i dont need piles of paper anymore i also use the app instead of a clipboard when im on the go which has made my workflow smoother and more organized
"Squid: Take Notes, Markup PDFs",Unknown,4,Great for quick notes,great for quick notes
"Squid: Take Notes, Markup PDFs",Unknown,5,"I use this App. I love it, I love it, I love it because it is a nice, good, lovely and Darling App. I wish I had a girl friend like this App. Thanks a million to its developers.",i use this app i love it i love it i love it because it is a nice good lovely and darling app i wish i had a girl friend like this app thanks a million to its developers
"Squid: Take Notes, Markup PDFs",Unknown,5,Surprisingly pleased!,surprisingly pleased
"Squid: Take Notes, Markup PDFs",Unknown,4,Would be amazing if it had a ruler,would be amazing if it had a ruler
"Squid: Take Notes, Markup PDFs",Unknown,4,Subscription service. £3/month or £15/year,subscription service month or year
"Squid: Take Notes, Markup PDFs",Unknown,4,"Love this app! It's great for school on my tablet with a stylus. There are a couple things I wish it had off the top of my head though. I with it could identify what I wrote with my stylus and translate that to text. Also, if it can do that I'd also like it to be able to make what I write searchable like searching a normal PDF. The file system was a much needed upgrade and is very appreciated. Again I absolutely love this app even without those features.",love this app its great for school on my tablet with a stylus there are a couple things i wish it had off the top of my head though i with it could identify what i wrote with my stylus and translate that to text also if it can do that id also like it to be able to make what i write searchable like searching a normal pdf the file system was a much needed upgrade and is very appreciated again i absolutely love this app even without those features
"Squid: Take Notes, Markup PDFs",Unknown,4,I'm loving it so far it has made taking notes Soo much easier Now I want to upgrade n be able to use all that it can possibly offer ❤️,im loving it so far it has made taking notes soo much easier now i want to upgrade n be able to use all that it can possibly offer
"Squid: Take Notes, Markup PDFs",Unknown,1,Only premium seller,only premium seller
"Squid: Take Notes, Markup PDFs",Unknown,5,"Exceptional, i use it to conduct tutorials and my students are impressed",exceptional i use it to conduct tutorials and my students are impressed
"Squid: Take Notes, Markup PDFs",Unknown,2,When moving around a note with fingers or Spen . u can't see the page until You let go. Why is that!!,when moving around a note with fingers or spen u cant see the page until you let go why is that
"Squid: Take Notes, Markup PDFs",Unknown,5,I am using it and it is a proof it is good. It is awesome like my first Girlfriend. This App is so CUUUUUUUUUUUUTE. 🥰🥰🥰😘😘🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,i am using it and it is a proof it is good it is awesome like my first girlfriend this app is so cuuuuuuuuuuuute
"Squid: Take Notes, Markup PDFs",Unknown,5,Love this app. Great way to organize my crochet patterns.,love this app great way to organize my crochet patterns
"Squid: Take Notes, Markup PDFs",Unknown,2,It won't let me write at all,it wont let me write at all
"Squid: Take Notes, Markup PDFs",Unknown,5,i cannot open new squid documents by using squid 3.8 !!!,i cannot open new squid documents by using squid
"Squid: Take Notes, Markup PDFs",Unknown,5,Perfect for my needs and way better than adobe for markups,perfect for my needs and way better than adobe for markups
"Squid: Take Notes, Markup PDFs",Unknown,5,كثير بجنن و مفيد و فيه كل المزايا الي احتاجها من افضل تطبيقات النوت الي جربتها فعلا بجنن,كثير بجنن و مفيد و فيه كل المزايا الي احتاجها من افضل تطبيقات النوت الي جربتها فعلا بجنن
"Squid: Take Notes, Markup PDFs",Unknown,5,"Love it! Use it when I need to ""write "" down measurements.",love it use it when i need to write down measurements
"Squid: Take Notes, Markup PDFs",Unknown,2,"ghost t0uch issue within chrome os, the stylus stops working suddenly until i restart tablet, its probably because the app/ android subsystem registers a finger touch that persists, id be so grateful if you add an option for stylus only input / no touch gestures on controls while using the app, its really annoying when im trying to study or write long paragraphs, note that this issue only happens within android apps, chrome os apps work perfectly with stylus and palm rejection",ghost tuch issue within chrome os the stylus stops working suddenly until i restart tablet its probably because the app android subsystem registers a finger touch that persists id be so grateful if you add an option for stylus only input no touch gestures on controls while using the app its really annoying when im trying to study or write long paragraphs note that this issue only happens within android apps chrome os apps work perfectly with stylus and palm rejection
"Squid: Take Notes, Markup PDFs",Unknown,5,"Amazing! Simple yet very useful for studying and making quick notes. I don't have the premium version, but it still works effectively as I tend to study on my device from time to time. I truly recommend if you want something simple and fast to use!",amazing simple yet very useful for studying and making quick notes i dont have the premium version but it still works effectively as i tend to study on my device from time to time i truly recommend if you want something simple and fast to use
"Squid: Take Notes, Markup PDFs",Unknown,4,I've been using Squid for years and have been pleased overall with it! It's been great for both academic and professional uses. One feature I hope to see is the ability to organize individual notes. I consistently work on very long PDF files that themselves have chapters and I wish I could break up the note into 'chapters' for easier navigation. I love it though!,ive been using squid for years and have been pleased overall with it its been great for both academic and professional uses one feature i hope to see is the ability to organize individual notes i consistently work on very long pdf files that themselves have chapters and i wish i could break up the note into chapters for easier navigation i love it though
"Squid: Take Notes, Markup PDFs",Unknown,5,Very Nice App,very nice app
"Squid: Take Notes, Markup PDFs",Unknown,5,"Absolutely fantastic for reading and editing pdfs, and lets me export a page as an image file too.",absolutely fantastic for reading and editing pdfs and lets me export a page as an image file too
"Squid: Take Notes, Markup PDFs",Unknown,5,I've been using the app for many years now..It is excellent for Notes & markups..,ive been using the app for many years nowit is excellent for notes markups
"Squid: Take Notes, Markup PDFs",Unknown,5,Best and super,best and super
"Squid: Take Notes, Markup PDFs",Unknown,5,Very nice tool in a lot of angles,very nice tool in a lot of angles
"Squid: Take Notes, Markup PDFs",Unknown,5,Very smooth and user-friendly. I highly recommend this app for any kind of presentation.,very smooth and userfriendly i highly recommend this app for any kind of presentation
"Squid: Take Notes, Markup PDFs",Unknown,4,Good for education purpose,good for education purpose
"Squid: Take Notes, Markup PDFs",Unknown,1,cant import pdf without paying,cant import pdf without paying
"Squid: Take Notes, Markup PDFs",Unknown,1,Unusable for typing notes unless you pay them. Literally the only app I've found that allows pages and using the app is behind a paywall. Trash,unusable for typing notes unless you pay them literally the only app ive found that allows pages and using the app is behind a paywall trash
"Squid: Take Notes, Markup PDFs",Unknown,1,Worst app ..even without let us try pdf editing app .u are asking to pay,worst app even without let us try pdf editing app u are asking to pay
"Squid: Take Notes, Markup PDFs",Unknown,1,keeps saying corrupt or unsupported file and not working at all,keeps saying corrupt or unsupported file and not working at all
"Squid: Take Notes, Markup PDFs",Unknown,1,Cant even open a pdf without subscribing? Why is this even a free download in the first place?,cant even open a pdf without subscribing why is this even a free download in the first place
"Squid: Take Notes, Markup PDFs",Unknown,3,Problem with cloud backup using google drive. 403 error. Kindly resolve this. Using premium version.,problem with cloud backup using google drive error kindly resolve this using premium version
"Squid: Take Notes, Markup PDFs",Unknown,5,"The best of all apps i have tried , really impressive",the best of all apps i have tried really impressive
"Squid: Take Notes, Markup PDFs",Unknown,5,"It's very easy to use, like a digital whiteboard. I love the different 'paper' rulings because they help me effectively do my job. I didn't know what to expect from it, but in the end, imglad I downloaded it. Highly recommend A++",its very easy to use like a digital whiteboard i love the different paper rulings because they help me effectively do my job i didnt know what to expect from it but in the end imglad i downloaded it highly recommend a
"Squid: Take Notes, Markup PDFs",Unknown,5,So good 😄😄😄😁,so good
"Squid: Take Notes, Markup PDFs",Unknown,1,so I can't use my s pen but you promote as note taking app can't use spen except to write ...can't erases unless I buy tools separately can't change the page easily with fingers no change of colors then why the hell did you sell the pdf editor well done I could just have used other free pdf editors insead of wasting money,so i cant use my s pen but you promote as note taking app cant use spen except to write cant erases unless i buy tools separately cant change the page easily with fingers no change of colors then why the hell did you sell the pdf editor well done i could just have used other free pdf editors insead of wasting money
"Squid: Take Notes, Markup PDFs",Unknown,4,everything is working great. One suggestion is to add dark pages,everything is working great one suggestion is to add dark pages
"Squid: Take Notes, Markup PDFs",Unknown,5,An exceptional experience highly appreciated due to it's free of cost facility.a suggestion to add the highlighter feature out of the premium package. Highly recommendable 🌟🌟🌟🌟🌟,an exceptional experience highly appreciated due to its free of cost facilitya suggestion to add the highlighter feature out of the premium package highly recommendable
"Squid: Take Notes, Markup PDFs",Unknown,5,"I have been using this app for my architectural asbuilt measurements for a couple of years. Awesome product, easy to use.",i have been using this app for my architectural asbuilt measurements for a couple of years awesome product easy to use
"Squid: Take Notes, Markup PDFs",Unknown,5,"OMG! I can CREATE, using keyboard or my own chicken scratch, my stories. Best investment ever for a creative writer, though I am sure that Robin Cook, John Grisham, and Val McDermid use something upscale.",omg i can create using keyboard or my own chicken scratch my stories best investment ever for a creative writer though i am sure that robin cook john grisham and val mcdermid use something upscale
"Squid: Take Notes, Markup PDFs",Unknown,4,I have been using the app (unpaid version) for quite some time and I find it very useful.,i have been using the app unpaid version for quite some time and i find it very useful
"Squid: Take Notes, Markup PDFs",Unknown,5,Best app ever,best app ever
"Squid: Take Notes, Markup PDFs",Unknown,3,The main reason I don't like this app is because it takes two taps to switch to eraser,the main reason i dont like this app is because it takes two taps to switch to eraser
"Squid: Take Notes, Markup PDFs",Unknown,5,Great writing app! I wish there was a left-hand option (I keep closing the window whenever I rest my hand at the top left corner). Also recording (screen and mic) would be a one stop shop for making video lessons. But over ALL the writing is super smooth and learning curve near zero. Awesome! Thanks!,great writing app i wish there was a lefthand option i keep closing the window whenever i rest my hand at the top left corner also recording screen and mic would be a one stop shop for making video lessons but over all the writing is super smooth and learning curve near zero awesome thanks
"Squid: Take Notes, Markup PDFs",Unknown,1,"понос, ничего бесплатного нет. не качайте.",понос ничего бесплатного нет не качайте
"Squid: Take Notes, Markup PDFs",Unknown,5,"The best easy export with extension, accept very large high resolution pic with clear zoom even with low budget phones, add mutiple page to view and edit, organize folder, perfect tool with mini size the best pdf viewer and editor thank u great job hope to keep it for many years as its 😘",the best easy export with extension accept very large high resolution pic with clear zoom even with low budget phones add mutiple page to view and edit organize folder perfect tool with mini size the best pdf viewer and editor thank u great job hope to keep it for many years as its
"Squid: Take Notes, Markup PDFs",Unknown,5,"Used this through college, can't recommend it highly enough",used this through college cant recommend it highly enough
"Squid: Take Notes, Markup PDFs",Unknown,5,Very good,very good
"Squid: Take Notes, Markup PDFs",Unknown,5,This aap is very good 😊😊👍👍 i give my students teaching very much,this aap is very good i give my students teaching very much
"Squid: Take Notes, Markup PDFs",Unknown,3,I wish they add continuous page scrolling as writing at the bottom of the page is quite difficult as of now,i wish they add continuous page scrolling as writing at the bottom of the page is quite difficult as of now
"Squid: Take Notes, Markup PDFs",Unknown,2,You are mad,you are mad
"Squid: Take Notes, Markup PDFs",Unknown,5,Best note taking app for me who loves to write down all my notes manually to study. I love being able to personalize the inputs like deciding what happens if I double tap or hold my pen buttons,best note taking app for me who loves to write down all my notes manually to study i love being able to personalize the inputs like deciding what happens if i double tap or hold my pen buttons
"Squid: Take Notes, Markup PDFs",Unknown,5,"very great app, very helpful",very great app very helpful
"Squid: Take Notes, Markup PDFs",Unknown,5,Easy. Great,easy great
"Squid: Take Notes, Markup PDFs",Unknown,1,Joke. This app doesn't provide basic function such as writing on keyboard.. Yes it does have but it is in premium offer. I don't mind pay for such elementary tool.,joke this app doesnt provide basic function such as writing on keyboard yes it does have but it is in premium offer i dont mind pay for such elementary tool
"Squid: Take Notes, Markup PDFs",Unknown,4,Good 👍🏻 help ful app ❣️,good help ful app
"Squid: Take Notes, Markup PDFs",Unknown,5,"Simple, efectiva",simple efectiva
"Squid: Take Notes, Markup PDFs",Unknown,5,This is an excellent note taking app. I teach college level organic chemistry and actually teach my class using this app and a projector,this is an excellent note taking app i teach college level organic chemistry and actually teach my class using this app and a projector
"Squid: Take Notes, Markup PDFs",Unknown,5,Extremely good,extremely good
"Squid: Take Notes, Markup PDFs",Unknown,5,amazing app,amazing app
"Squid: Take Notes, Markup PDFs",Unknown,2,Kindly sell the app to another company if you can't give updates on time,kindly sell the app to another company if you cant give updates on time
"Squid: Take Notes, Markup PDFs",Unknown,1,"Very worst app. My self JJR IIT .I saved nearly one year and above all files.All are deleted.To recover that files, I took help through mail, but no body given any information. My dear all friends,becarefull, it is a dangerous app. Very worst app.worst worst worst worstworst worst worst worst worst worst worst worst worst worstworst",very worst app my self jjr iit i saved nearly one year and above all filesall are deletedto recover that files i took help through mail but no body given any information my dear all friendsbecarefull it is a dangerous app very worst appworst worst worst worstworst worst worst worst worst worst worst worst worst worstworst
"Squid: Take Notes, Markup PDFs",Unknown,1,Horrible performance and experience compared to alternatives. I'd recommend using Nebo instead,horrible performance and experience compared to alternatives id recommend using nebo instead
"Squid: Take Notes, Markup PDFs",Unknown,4,"It would be nice to have batch pdf conversion, as well as a permanent license",it would be nice to have batch pdf conversion as well as a permanent license
"Squid: Take Notes, Markup PDFs",Unknown,1,"I wouldn't mind if they charged for the software but a freaking ""subscription""? No thanks, I like to own my software, specially something whose main job is to take notes for god sake.. This subscription system as gone too far, and its up to us consumers, not to accept it.",i wouldnt mind if they charged for the software but a freaking subscription no thanks i like to own my software specially something whose main job is to take notes for god sake this subscription system as gone too far and its up to us consumers not to accept it
"Squid: Take Notes, Markup PDFs",Unknown,5,Squid offers the essential tools for taking handwritten notes and annotating PDFs. I find it very comfortable to use and very stable.,squid offers the essential tools for taking handwritten notes and annotating pdfs i find it very comfortable to use and very stable
"Squid: Take Notes, Markup PDFs",Unknown,5,"Great app to use with the Samsung Galaxy pen. I only have the free version but still enough features for me to make use of it. I like using it for doodling and for when I want to scribble down ideas, as opposed to typing them out.",great app to use with the samsung galaxy pen i only have the free version but still enough features for me to make use of it i like using it for doodling and for when i want to scribble down ideas as opposed to typing them out
"Squid: Take Notes, Markup PDFs",Unknown,2,Fine mid,fine mid
"Squid: Take Notes, Markup PDFs",Unknown,3,look great but I don't understand why you need too pay to have txt options when many other have it for free the pen parts was felling perfect,look great but i dont understand why you need too pay to have txt options when many other have it for free the pen parts was felling perfect
"Squid: Take Notes, Markup PDFs",Unknown,4,Really useful app. I use it for all my studies and it really helps make studying more active and deepens my understanding when I highlight or make notes on my manuals. I also use it to store other docs I've written and need to refer to. Some functions are a little clunky to use but overall it's a great app.,really useful app i use it for all my studies and it really helps make studying more active and deepens my understanding when i highlight or make notes on my manuals i also use it to store other docs ive written and need to refer to some functions are a little clunky to use but overall its a great app
"Squid: Take Notes, Markup PDFs",Unknown,5,Good simple I suggest view only should have a seperate button on menu bar that we can easily switch on off to scroll with one finger,good simple i suggest view only should have a seperate button on menu bar that we can easily switch on off to scroll with one finger
"Squid: Take Notes, Markup PDFs",Unknown,1,I rcvd a message that the app update did not get installed correctly and i shd backup the data and reinstall. However the backup is not working. I have v important files that and it seems all my files are now gone. Their app support email also just sends an autoreply directing to a set of FAQs which are useless. I NEED HELP URGENTLY!!,i rcvd a message that the app update did not get installed correctly and i shd backup the data and reinstall however the backup is not working i have v important files that and it seems all my files are now gone their app support email also just sends an autoreply directing to a set of faqs which are useless i need help urgently
"Squid: Take Notes, Markup PDFs",Unknown,2,old joke. worn out. unoriginal.l,old joke worn out unoriginall
"Squid: Take Notes, Markup PDFs",Unknown,5,Easy to use,easy to use
"Squid: Take Notes, Markup PDFs",Unknown,5,Fantastic App,fantastic app
"Squid: Take Notes, Markup PDFs",Unknown,5,"Amazing app, user friendly",amazing app user friendly
"Squid: Take Notes, Markup PDFs",Unknown,4,Please add a search function.,please add a search function
"Squid: Take Notes, Markup PDFs",Unknown,3,"Need support for OnePlus pad 2, and stylo 2 gesture to toggle between eraser and pen",need support for oneplus pad and stylo gesture to toggle between eraser and pen
"Squid: Take Notes, Markup PDFs",Unknown,1,Terrible,terrible
"Squid: Take Notes, Markup PDFs",Unknown,5,Good,good
"Squid: Take Notes, Markup PDFs",Unknown,5,They're more to suid app.... Aside from taking notes it also design graphic designs....I love this app!,theyre more to suid app aside from taking notes it also design graphic designsi love this app
"Squid: Take Notes, Markup PDFs",Unknown,1,🤬🤬🤬,
"Squid: Take Notes, Markup PDFs",Unknown,5,Best handwritten note taking app for Android,best handwritten note taking app for android
"Squid: Take Notes, Markup PDFs",Unknown,1,"Asking for subscription from very first second, first let people experience it and then ask for money",asking for subscription from very first second first let people experience it and then ask for money
"Squid: Take Notes, Markup PDFs",Unknown,5,Amazing app for making notess,amazing app for making notess
"Squid: Take Notes, Markup PDFs",Unknown,5,easy to use and of great help,easy to use and of great help
"Squid: Take Notes, Markup PDFs",Unknown,1,Never download this...,never download this
"Squid: Take Notes, Markup PDFs",Unknown,3,Education nice,education nice
"Squid: Take Notes, Markup PDFs",Unknown,5,Best app ever found ❣️❣️❣️❣️❣️❣️❣️❣️❣️,best app ever found
"Squid: Take Notes, Markup PDFs",Unknown,4,Quite enjoy the PDF markup abilities! It would be great to fully support the OnePlus Pad 2 Stylus (haptic feedback & switching pen modes). In some PDF imports I do see strange text boxes around PDF text? And I'd love to have a one-time payment to add cloud backup. :),quite enjoy the pdf markup abilities it would be great to fully support the oneplus pad stylus haptic feedback switching pen modes in some pdf imports i do see strange text boxes around pdf text and id love to have a onetime payment to add cloud backup
"Squid: Take Notes, Markup PDFs",Unknown,5,"I use this app with Galaxy Note A2016. Its works perfectly. Best than the other stylus-app. Page could be expand very large, page background can be set colourfull, so many templates. And the best one I liked, it's all free...",i use this app with galaxy note a its works perfectly best than the other stylusapp page could be expand very large page background can be set colourfull so many templates and the best one i liked its all free
"Squid: Take Notes, Markup PDFs",Unknown,5,"Muito bom pra anotações escolares e fazer resumos de matérias. O preço de R$ 40,00 ao ano não é tão alto, mas a versão grátis é bem capada",muito bom pra anotações escolares e fazer resumos de matérias o preço de r ao ano não é tão alto mas a versão grátis é bem capada
"Squid: Take Notes, Markup PDFs",Unknown,5,Даже в бесплатном виде отличная штука,даже в бесплатном виде отличная штука
"Squid: Take Notes, Markup PDFs",Unknown,5,Good,good
"Squid: Take Notes, Markup PDFs",Unknown,1,Why this app is not getting updated? Pls bring in the laser pointer,why this app is not getting updated pls bring in the laser pointer
"Squid: Take Notes, Markup PDFs",Unknown,5,"Very useful app. But if a note 'becomes' multi-page, moving bet the pages is a challenge.",very useful app but if a note becomes multipage moving bet the pages is a challenge
"Squid: Take Notes, Markup PDFs",Unknown,5,It's a very awesome application,its a very awesome application
"Squid: Take Notes, Markup PDFs",Unknown,4,Good app,good app
"Squid: Take Notes, Markup PDFs",Unknown,5,Good very good,good very good
"Squid: Take Notes, Markup PDFs",Unknown,4,"I like it, but I would like to see more shape options or the ability to create custom shapes. Hierarchial folders with in note books would be a great addition",i like it but i would like to see more shape options or the ability to create custom shapes hierarchial folders with in note books would be a great addition
"Squid: Take Notes, Markup PDFs",Unknown,5,"No notes app can be compared to Squid,, Really the best notes app ever 💯. Keep the nice efforts",no notes app can be compared to squid really the best notes app ever keep the nice efforts
"Squid: Take Notes, Markup PDFs",Unknown,5,really good. A lot of good features.,really good a lot of good features
"Squid: Take Notes, Markup PDFs",Unknown,5,very useful & helpful for note taking during lectures that too free with unlimited pages,very useful helpful for note taking during lectures that too free with unlimited pages
"Squid: Take Notes, Markup PDFs",Unknown,5,Very useful,very useful
"Squid: Take Notes, Markup PDFs",Unknown,5,Excellent,excellent
"Squid: Take Notes, Markup PDFs",Unknown,4,"Edit2: Thanks for replying, now I found how to purchase ""tool pack"" and ""pdf import"". The premium backgrounds are not purchasable though, which is what I was looking for and my previous complaint was about. I added more stars. Edit1: I re-installed it, tried your suggestion in your reply to my review (it's a shame it disappeared, when I edited my review) . THERE IS NO ""YOU JUST WANT"" LINK to purchase features separately. IT ONLY ALLOWS SUBSCRIBING, which is what I complained about.",edit thanks for replying now i found how to purchase tool pack and pdf import the premium backgrounds are not purchasable though which is what i was looking for and my previous complaint was about i added more stars edit i reinstalled it tried your suggestion in your reply to my review its a shame it disappeared when i edited my review there is no you just want link to purchase features separately it only allows subscribing which is what i complained about
"Squid: Take Notes, Markup PDFs",Unknown,5,"It works super nice with a stylus; tho I think the weight could be a little more sensitive so the writing would look even nicer, but it's already very good. Wish it had the option to make the paper black or even better change its color. I use it for math, so I use the grid. I would be perfect if I could have black paper with white grid for example, please add this feature it's awful to use white all the time. Also, why is the select tool and eraser not always visible? Have to click the pen first",it works super nice with a stylus tho i think the weight could be a little more sensitive so the writing would look even nicer but its already very good wish it had the option to make the paper black or even better change its color i use it for math so i use the grid i would be perfect if i could have black paper with white grid for example please add this feature its awful to use white all the time also why is the select tool and eraser not always visible have to click the pen first
"Squid: Take Notes, Markup PDFs",Unknown,5,Works great for filling out my pdf reports. A tool I rely on.,works great for filling out my pdf reports a tool i rely on
"Squid: Take Notes, Markup PDFs",Unknown,1,"Squid version 5.0.28 gp updated 31st August 2024: ABSOLUTE TRASH...no such improvent of adding new features.. No zoom box, palm rejection, ocr image,math box, audio, search words option No grid spectrum option,can't detect website in text boxes, no table of contents , bookmarked ink options, no ink to shape, no continuous vertical scroll Cant open notes side by side, no pdf page orientation option SCAMMER DEVELOPERS...throw your WORTHLESS APP TO A TRASH YOU IDIOT.. SHAME ON YOU GUYS!!!!",squid version gp updated st august absolute trashno such improvent of adding new features no zoom box palm rejection ocr imagemath box audio search words option no grid spectrum optioncant detect website in text boxes no table of contents bookmarked ink options no ink to shape no continuous vertical scroll cant open notes side by side no pdf page orientation option scammer developersthrow your worthless app to a trash you idiot shame on you guys
"Squid: Take Notes, Markup PDFs",Unknown,5,Exactly what I need it to be. I love it. Best app I've bought for this.,exactly what i need it to be i love it best app ive bought for this
"Squid: Take Notes, Markup PDFs",Unknown,5,Very useful jotting,very useful jotting
"Squid: Take Notes, Markup PDFs",Unknown,3,Needs to be better....,needs to be better
"Squid: Take Notes, Markup PDFs",Unknown,1,"Wanted this app to be great. I really did. I have the upgraded version. It's my main note app. And I'm consistently frustrated and confused by it. If you like dark modes, then good luck to you. And if you want to copy and paste some text sometimes... Hope and pray. This app isn't the worst It definitely gets worse. But it's still dismal and will leave you feeling uncertain if you have captured what you wanted and trying over and over again, hoping that maybe it will make sense.",wanted this app to be great i really did i have the upgraded version its my main note app and im consistently frustrated and confused by it if you like dark modes then good luck to you and if you want to copy and paste some text sometimes hope and pray this app isnt the worst it definitely gets worse but its still dismal and will leave you feeling uncertain if you have captured what you wanted and trying over and over again hoping that maybe it will make sense
"Squid: Take Notes, Markup PDFs",Unknown,5,The best app In the world Download The app,the best app in the world download the app
"Squid: Take Notes, Markup PDFs",Unknown,5,Very satisfied,very satisfied
"Squid: Take Notes, Markup PDFs",Unknown,5,Very good aap,very good aap
"Squid: Take Notes, Markup PDFs",Unknown,5,Great,great
