Appname,Date,Score,Text,sentiment
KineMaster - Video Editor,Unknown,5,good nice,4
KineMaster - Video Editor,Unknown,5,Nice,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,Ok..,3
KineMaster - Video Editor,Unknown,3,good 👍👍👍,4
KineMaster - Video Editor,Unknown,5,ok,3
KineMaster - Video Editor,Unknown,2,Very good,5
KineMaster - Video Editor,Unknown,5,super editing,5
KineMaster - Video Editor,Unknown,1,this kinemaster is not best,2
KineMaster - Video Editor,Unknown,5,Very Nice,5
KineMaster - Video Editor,Unknown,5,Best,5
KineMaster - Video Editor,Unknown,3,nice,4
KineMaster - Video Editor,Unknown,5,very good,5
KineMaster - Video Editor,Unknown,5,Nice app for editing,4
KineMaster - Video Editor,Unknown,5,best,5
KineMaster - Video Editor,Unknown,5,best,5
KineMaster - Video Editor,Unknown,5,Nice,4
KineMaster - Video Editor,Unknown,5,super,5
KineMaster - Video Editor,Unknown,3,Audio mode keep,3
KineMaster - Video Editor,Unknown,5,Very good application,5
KineMaster - Video Editor,Unknown,5,good app for creator,4
KineMaster - Video Editor,Unknown,3,best,5
KineMaster - Video Editor,Unknown,4,good 😊👍,4
KineMaster - Video Editor,Unknown,5,best editing app love it ❤️❤️❤️,5
KineMaster - Video Editor,Unknown,5,This app is amazing,5
KineMaster - Video Editor,Unknown,5,This is a perfect application,5
KineMaster - Video Editor,Unknown,5,KineMaster is very good app to eazy editing to my channel is Birat Magar Vlogs and Fire Man gaming channel to channel please check channel like subscribe 🙏🙏😔🙏,4
KineMaster - Video Editor,Unknown,5,A powerful video editing app for mobile devices. This has been my tool for editing videos that were posted on companies' YouTube channels. I believe that it has a variety of effects and features that allow for very creative videos to be produced for both personal and business use. Just note that you have to subscribe in order to remove the KineMaster watermark from your videos.,5
KineMaster - Video Editor,Unknown,5,Useful App,4
KineMaster - Video Editor,Unknown,5,nice app,4
KineMaster - Video Editor,Unknown,5,good 👍,4
KineMaster - Video Editor,Unknown,1,👎🏼,5
KineMaster - Video Editor,Unknown,5,Good👍,5
KineMaster - Video Editor,Unknown,5,best app I think this is best for video editing 👍👍😃,5
KineMaster - Video Editor,Unknown,2,Hey developers please fix 4k videos Trancecode problem,1
KineMaster - Video Editor,Unknown,1,Remove watermark from it,1
KineMaster - Video Editor,Unknown,5,very useful for you Tube chennal,5
KineMaster - Video Editor,Unknown,5,Please yah kine master app ko Sahi kar do,3
KineMaster - Video Editor,Unknown,2,سو بيوٽيفل,3
KineMaster - Video Editor,Unknown,1,THIS IS THE WORST EDITOR I EVER SEEN!!! TODAY I HAVE BEEN TRYING TO SCROLL FURTHER IN THE EDITOR AND TYPING SOME TEXT IN BUT IT ONLY WOULD LET ME PLACE IT WHERE IT WAS!!! 1 OUT OF 5 STARS,1
KineMaster - Video Editor,Unknown,5,आई एम इंटरेस्टेड काइनमास्टर थैंक्स,4
KineMaster - Video Editor,Unknown,1,"Paid for premium, ads still showing and watermark, kinda worthless when I need to make content and I paid $50 for the year and now had to pay $10 for the month cuz I need to have content out I expect a refund for my $10, when I already have a subscription and kinemaster has no settings specifically linked to an account or anything to resolve this, fix it kinemaster",1
KineMaster - Video Editor,Unknown,5,thanks you very nice app,5
KineMaster - Video Editor,Unknown,5,"This app is very good for editing and it don't take space like capcut , this app is very good for editing specially manga edits",5
KineMaster - Video Editor,Unknown,5,super,5
KineMaster - Video Editor,Unknown,4,lag,2
KineMaster - Video Editor,Unknown,5,super,5
KineMaster - Video Editor,Unknown,5,Good apps,4
KineMaster - Video Editor,Unknown,3,nice Hai lekin कुछ fethur अच्छा काम नहीं करते हैं,3
KineMaster - Video Editor,Unknown,5,Good,4
KineMaster - Video Editor,Unknown,5,❤️❤️,5
KineMaster - Video Editor,Unknown,1,So bad app,1
KineMaster - Video Editor,Unknown,1,It is not downloading 📵,1
KineMaster - Video Editor,Unknown,5,nice app,4
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,EAST OR WEST KINEMASTER IS BEST,3
KineMaster - Video Editor,Unknown,5,It is greater than capcut,3
KineMaster - Video Editor,Unknown,4,nice,4
KineMaster - Video Editor,Unknown,4,নাইস পারফরমার্স,4
KineMaster - Video Editor,Unknown,4,This app is so excited,1
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,Very good app,5
KineMaster - Video Editor,Unknown,5,"nice , it's good 💯💯",4
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,3,good,4
KineMaster - Video Editor,Unknown,1,Bug in dowloading the video. Raised ticket and no response.,1
KineMaster - Video Editor,Unknown,5,5 stars,5
KineMaster - Video Editor,Unknown,2,very nice 👍 app,5
KineMaster - Video Editor,Unknown,5,make free watermark show ads 1 and 1 clip,5
KineMaster - Video Editor,Unknown,5,🦅🦅,5
KineMaster - Video Editor,Unknown,5,great 👍,5
KineMaster - Video Editor,Unknown,5,❤️❤️❤️❤️,5
KineMaster - Video Editor,Unknown,1,nice work,4
KineMaster - Video Editor,Unknown,5,so nice app this is nice app kinemaster this is,5
KineMaster - Video Editor,Unknown,5,USE IT FOR VIDSSSS,4
KineMaster - Video Editor,Unknown,5,excellent,5
KineMaster - Video Editor,Unknown,5,"it's a good ever editing app for me, I don't know an editing app other than this since I started editing because it has an easy, simple and quick edition options. yeah sometimes the watermark annoys me but as my friends teach to hide the watermark then i hide it, so overall it's a best app for me.",4
KineMaster - Video Editor,Unknown,5,"I've been using this app for several years and I edit videos like I'm on Premiere Pro as of now. I love the new Bezier curves and I don't really like the trash icon on the right side bar instead of the left. Accidentally added some new key frames by clicking where the old trash icon (usually) was. I'd love to add more effects on top of existing ones. Like a ring and fountain combo. If you guys could push out an update with that, I'll be a happy editor.",4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,4,super,5
KineMaster - Video Editor,Unknown,5,thx 😊 nice,5
KineMaster - Video Editor,Unknown,5,keep it up,4
KineMaster - Video Editor,Unknown,2,"Not as horrible as most android video editors but they don't tell you up front that you can't save or share unless you pay for premium., except as a ""kine file"" with ""other kine users."" I would pay for it but I'm offended that they tricked me so no thanks I'll keep looking. Greedy, manipulative and STUPID.",1
KineMaster - Video Editor,Unknown,4,so good editing app,5
KineMaster - Video Editor,Unknown,5,আমার কাছে অনেক ভালো লেগেছে,5
KineMaster - Video Editor,Unknown,5,it's a good edit app,4
KineMaster - Video Editor,Unknown,1,Not working y,1
KineMaster - Video Editor,Unknown,5,"This application is very useful, then what do you like to do someone ask this app is not useful but after that realise no this app is world best app in editing, so Thanks you",4
KineMaster - Video Editor,Unknown,5,Sukriya,3
KineMaster - Video Editor,Unknown,4,How to reach customer care center?,3
KineMaster - Video Editor,Unknown,3,All good but please add 3d motion tracking future like adeb after effects that is only left in you app add it fast,4
KineMaster - Video Editor,Unknown,4,need more free option instead of premium,3
KineMaster - Video Editor,Unknown,5,very 👍,5
KineMaster - Video Editor,Unknown,5,i love this app I use it for all of my YouTube videos,5
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,This application so amazing,5
KineMaster - Video Editor,Unknown,4,nice working apps for any editing,4
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,1,"This is a very bad application, after exporting the video, only music comes and the video does not play, it is a very bad app😈😈👿",1
KineMaster - Video Editor,Unknown,5,Pretty great app,4
KineMaster - Video Editor,Unknown,3,they should add templates too and songs,3
KineMaster - Video Editor,Unknown,5,बहुत अच्छा ऐप है💯👌,5
KineMaster - Video Editor,Unknown,5,amazing video editor,5
KineMaster - Video Editor,Unknown,4,very good,5
KineMaster - Video Editor,Unknown,5,nice apps,4
KineMaster - Video Editor,Unknown,5,very nice and beautiful ❤️❤️❤️ but kinemaster logo is very problem with anyone.,3
KineMaster - Video Editor,Unknown,5,India for best editor aap,5
KineMaster - Video Editor,Unknown,5,very nice app,5
KineMaster - Video Editor,Unknown,5,Good app,4
KineMaster - Video Editor,Unknown,5,great 👍,5
KineMaster - Video Editor,Unknown,4,nice 👍,5
KineMaster - Video Editor,Unknown,5,nice app,4
KineMaster - Video Editor,Unknown,4,I'm using this app form 4 years. This is a great and outstanding app for video editing. I really thanks to the members of kinemaster app. New version is provided more amazing editing performance. I am feeling that I am a professional video editor. Please kindly request you to please remove the watermark of kinemaster app. Thank you,5
KineMaster - Video Editor,Unknown,5,Most popular,5
KineMaster - Video Editor,Unknown,5,Best app,5
KineMaster - Video Editor,Unknown,5,video exporting problem,1
KineMaster - Video Editor,Unknown,5,very nice,5
KineMaster - Video Editor,Unknown,5,Best editing app ever 100/100 slay,5
KineMaster - Video Editor,Unknown,5,Editing ke liye sabse accha app hai mobile career,5
KineMaster - Video Editor,Unknown,5,great app,5
KineMaster - Video Editor,Unknown,5,Supar app editing 💐💐🎉,4
KineMaster - Video Editor,Unknown,5,op app for editing,4
KineMaster - Video Editor,Unknown,5,i like it’s,4
KineMaster - Video Editor,Unknown,5,beuty ful video editing,4
KineMaster - Video Editor,Unknown,5,excellent app for editors,5
KineMaster - Video Editor,Unknown,1,BAD CAPCUT BETTER,2
KineMaster - Video Editor,Unknown,5,very good,5
KineMaster - Video Editor,Unknown,5,It so cool!!! I love it!,5
KineMaster - Video Editor,Unknown,1,I can't save my videos I am really disappointed for that,2
KineMaster - Video Editor,Unknown,5,i think anyone that are beginner They can also Edited any video in this app,1
KineMaster - Video Editor,Unknown,5,The app is very good but there is a watermark so it is a bit of a problem.,3
KineMaster - Video Editor,Unknown,1,Bad apk,1
KineMaster - Video Editor,Unknown,5,very good 👍,5
KineMaster - Video Editor,Unknown,4,okkkk,3
KineMaster - Video Editor,Unknown,5,Very nice application,5
KineMaster - Video Editor,Unknown,5,nice app,4
KineMaster - Video Editor,Unknown,4,nice editing app,4
KineMaster - Video Editor,Unknown,5,Cooled 🍻🍻🍻,5
KineMaster - Video Editor,Unknown,5,Nice,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,music high quality,5
KineMaster - Video Editor,Unknown,4,Best edit app,5
KineMaster - Video Editor,Unknown,5,Nice pic bro,4
KineMaster - Video Editor,Unknown,1,Faltu,1
KineMaster - Video Editor,Unknown,1,good 👍👍,4
KineMaster - Video Editor,Unknown,5,excellent app,5
KineMaster - Video Editor,Unknown,5,nice app,4
KineMaster - Video Editor,Unknown,1,হমম,1
KineMaster - Video Editor,Unknown,5,Very very very very very very very very very very very Exilent,1
KineMaster - Video Editor,Unknown,5,excellent app,5
KineMaster - Video Editor,Unknown,5,Very nice vedio editing app,5
KineMaster - Video Editor,Unknown,4,nice,4
KineMaster - Video Editor,Unknown,5,good app,4
KineMaster - Video Editor,Unknown,5,best editing app but we need to see how to us from YouTube. this editing app help me to gain subscribers and it is good for editing it is the editing 👑king,4
KineMaster - Video Editor,Unknown,5,Nice video editing and Because of this my youtube has grow,5
KineMaster - Video Editor,Unknown,3,kineMaster Kaa logo hata do,1
KineMaster - Video Editor,Unknown,5,nice app,4
KineMaster - Video Editor,Unknown,5,Goid,5
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,1,Great app but pricing is very high.. Waste of my time,2
KineMaster - Video Editor,Unknown,5,i love This app,5
KineMaster - Video Editor,Unknown,5,"Great app, but on tablet I can't put two medias too close, it is weird because on phone it always and still works perfectly, someone knows what should I do?",4
KineMaster - Video Editor,Unknown,5,This is a great app!,5
KineMaster - Video Editor,Unknown,5,super,5
KineMaster - Video Editor,Unknown,5,useful app.So I love it.,5
KineMaster - Video Editor,Unknown,5,very good apps.to creating videos,5
KineMaster - Video Editor,Unknown,5,"Very useful, especially for simple editing. Very user-friendly interface and much easier to use compared to CC.",5
KineMaster - Video Editor,Unknown,1,I have paid annual premium subscription but it is showing again watermark and ads .. waste of money.. I tried too many rebooting and changing google account but my issue is not solved.😭,1
KineMaster - Video Editor,Unknown,3,vedios saving not support vedio,1
KineMaster - Video Editor,Unknown,1,Did not have a working record button.,2
KineMaster - Video Editor,Unknown,5,it was great,5
KineMaster - Video Editor,Unknown,4,good,4
KineMaster - Video Editor,Unknown,5,excilent,5
KineMaster - Video Editor,Unknown,4,bahut achha apps hai good working,3
KineMaster - Video Editor,Unknown,5,"Nostalgia, Jo bhi editing start krta hai, 99% times vo kinemaster se hi start karta hai 🫶🏻",1
KineMaster - Video Editor,Unknown,5,edite your vidio c,5
KineMaster - Video Editor,Unknown,5,nice 👍👍 app for editing,4
KineMaster - Video Editor,Unknown,5,Very nice,5
KineMaster - Video Editor,Unknown,4,useful,4
KineMaster - Video Editor,Unknown,1,Kinemaster ❎moneymaster✅ only ask premium 🤡,3
KineMaster - Video Editor,Unknown,5,super,5
KineMaster - Video Editor,Unknown,5,amazing app,5
KineMaster - Video Editor,Unknown,4,good 👍,4
KineMaster - Video Editor,Unknown,5,Kinemaster is a very experience application it is a very good editor and so many features are there in good for editing news is and any video,5
KineMaster - Video Editor,Unknown,4,Guys hack loading........ 50•/•.....,1
KineMaster - Video Editor,Unknown,5,good to use,4
KineMaster - Video Editor,Unknown,5,very super,5
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,superb,5
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,Love you too 💕,5
KineMaster - Video Editor,Unknown,1,THIS APP IS THE WORST BECAUSE WHEN I TRY TO ANIMATE IT STOPS THE ANIMATION IF PLAY STORE GOT 0 STAR RATING I WILL GIVE YOU 0 STAR AND FIX THIS,1
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,very nice 👍🏼,5
KineMaster - Video Editor,Unknown,5,wow this app be helpful,5
KineMaster - Video Editor,Unknown,5,Good app,4
KineMaster - Video Editor,Unknown,2,2 Stars,2
KineMaster - Video Editor,Unknown,5,vary nice,3
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,very good app👌👌,5
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,👏,5
KineMaster - Video Editor,Unknown,1,good 👍,4
KineMaster - Video Editor,Unknown,4,"An update is available with new features, a faster experience, fixes, and more. It typically takes less than 1 minute.d",3
KineMaster - Video Editor,Unknown,5,so easy and next level editing,5
KineMaster - Video Editor,Unknown,5,I like it so. much ❣️💜💜❤️❤️,4
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,Awesome,5
KineMaster - Video Editor,Unknown,1,برنامج كذاب,5
KineMaster - Video Editor,Unknown,1,good,4
KineMaster - Video Editor,Unknown,5,nice experience 😉,4
KineMaster - Video Editor,Unknown,5,"10/10 editing software, very versatile, easy to use, perfect for intro editing or just editing in general",5
KineMaster - Video Editor,Unknown,5,Good,4
KineMaster - Video Editor,Unknown,4,"Best overall video editing app ever . I want to give kinemaster 5 star but I give him 4 star because it have some issues. •Lag and export issues: 2 weeks ago , I was making my montage video (2.48 minutes) I adds some effects ( around 6-7) Gots lag and when I export it takes around 20 - 25 minutes. • Some tools is not here: masking, smooth slowmo etc. Now I am using old version of kinemaster ( for better performance and faster exports) I am waiting for smooth performance updates in low storage.",4
KineMaster - Video Editor,Unknown,5,ok,3
KineMaster - Video Editor,Unknown,4,"KineMaster is good but only problem is watermark, please add advertisment Option to remove watermark, like Capcut and Inshot have,",4
KineMaster - Video Editor,Unknown,5,very nice 👍,5
KineMaster - Video Editor,Unknown,4,good 👍,4
KineMaster - Video Editor,Unknown,4,"No option for video export in gallery only upload option, video upload only in app not save in gallery...",1
KineMaster - Video Editor,Unknown,5,very good 👍👍👍,5
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,best app and best editing app 🎉🎉😀😀😀,5
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,Bahut acha ji,1
KineMaster - Video Editor,Unknown,5,Expected And Good!,4
KineMaster - Video Editor,Unknown,5,good and sweet,5
KineMaster - Video Editor,Unknown,1,good,4
KineMaster - Video Editor,Unknown,5,kinemaster is very good app,5
KineMaster - Video Editor,Unknown,4,Sporting tools for new people,5
KineMaster - Video Editor,Unknown,1,"not fixed even after 1 year. check the serious bug I found. The voice pitch option slider bar of audio is buggy. If I select +1 pitch it is automatically going zero , it is annoying when you find the voice pitch is unchaged or different pitch.It is problem not snapping at 1 or 3. If selecting any pitch it is snapping to differnt pitch. Fix the pitch snap bug. One year ago this was in multiple of 1 now it is of 2. 0, 2, 4 etc. Make it 0,1,2,3 . Snapping problem occuring. 1 star not fixed.",1
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,This is a very good and best video editor app. 👍👍👍,5
KineMaster - Video Editor,Unknown,5,good 👍,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,1# video app out ezy to use !!!,5
KineMaster - Video Editor,Unknown,1,For me in kinemaster full screen the play button can't show up please please bring back the play button or you can add so much more transitions,3
KineMaster - Video Editor,Unknown,1,Bro no I can't upload it nah 1 star made my day the worst🥲🥲🥲🥲🥲,1
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,better,3
KineMaster - Video Editor,Unknown,5,nice and easy app,5
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,very good app,5
KineMaster - Video Editor,Unknown,5,I ran into a problem I tried to remove access that I don't use like stickers etc but when I went back they were still there even though I deleted them from my list in the reason I remove those stickers because I don't really need them anymore I seen the premium stuff I can't even use silver annoys me especially since I'm working on a video with this app right now can you fix it please?,1
KineMaster - Video Editor,Unknown,5,op nice,5
KineMaster - Video Editor,Unknown,5,Pretty cool IG,4
KineMaster - Video Editor,Unknown,4,best app for video editing.,5
KineMaster - Video Editor,Unknown,5,"nice, but video not save in my gallery",4
KineMaster - Video Editor,Unknown,1,"WHY. I've used this app for so long and I have stopped. Why, why is making cuts in a video so annoying. The app doesnt let you cut certain points of the video, and it's so annoying. I want an explanation, please. Please. Please. I'm tweaking.",1
KineMaster - Video Editor,Unknown,5,Good,4
KineMaster - Video Editor,Unknown,1,can't take video through kinemaster,1
KineMaster - Video Editor,Unknown,5,nice tos,5
KineMaster - Video Editor,Unknown,5,Good One! Forgot Movie Trailer Templates and Intro Templates?,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,this is a good apps i will work all in this apps,5
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,SUPER,5
KineMaster - Video Editor,Unknown,5,Best Editing App For All YouTuber,5
KineMaster - Video Editor,Unknown,5,Good apps for video editor,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,બહુ મસ્ત એપ છે જોરદાર,1
KineMaster - Video Editor,Unknown,5,vary nice apps❤️❤️,3
KineMaster - Video Editor,Unknown,5,excited,1
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,great app,5
KineMaster - Video Editor,Unknown,5,super,5
KineMaster - Video Editor,Unknown,5,Shaik Shabu super 😍,5
KineMaster - Video Editor,Unknown,4,Very helpful app,5
KineMaster - Video Editor,Unknown,5,best,5
KineMaster - Video Editor,Unknown,5,Super,5
KineMaster - Video Editor,Unknown,5,lovely,5
KineMaster - Video Editor,Unknown,5,it's most useful for videos editors,5
KineMaster - Video Editor,Unknown,4,"King of mobile editing back in the day 👑 before capcut exist due to how simple and beginner friendly it is, back in the day i make a lot videos using kinemaster as youtuber on my other acc for 3 years and actually having no problem with the app at all. Hopefully in future you guys will implemented the ability for us to create our own preset which mean i can apply the text animation that i made to hundred other text instead of making it one by one.",5
KineMaster - Video Editor,Unknown,4,very good 👍 app,5
KineMaster - Video Editor,Unknown,5,good quality application,4
KineMaster - Video Editor,Unknown,1,why when i export a video the image if the video is not showing,1
KineMaster - Video Editor,Unknown,5,দারুন কিং মাস্টার অ্যাপস কিং মাস্টার অ্যাপস ডাউনলোড করে দেখুন খুব দারুন একটি অ্যাপস আপনাদের ভালোভাবে কাজে লাগবে এই অ্যাপসটি,3
KineMaster - Video Editor,Unknown,4,WoW,5
KineMaster - Video Editor,Unknown,3,Unable to save the project. The application closes itself.,1
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,Nice bahut acha,4
KineMaster - Video Editor,Unknown,5,🥰,5
KineMaster - Video Editor,Unknown,5,Excellent,5
KineMaster - Video Editor,Unknown,5,🤍,5
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,1,"This app deserve to rate 1star to zero they will add water mark for your video to force you to pay in the app, lol you must i must use CAPCUT can edit without watermark..",1
KineMaster - Video Editor,Unknown,2,thank you,5
KineMaster - Video Editor,Unknown,5,nice app for videos editing,4
KineMaster - Video Editor,Unknown,5,"This app is amazing,funtastic,super,crazy,super duper😏👍",5
KineMaster - Video Editor,Unknown,5,Best app,5
KineMaster - Video Editor,Unknown,5,Nice app,4
KineMaster - Video Editor,Unknown,5,thank you so much Kine master ❤️❤️❤️ the creator I'll be thank you so much for your valuable app thanks a lot,5
KineMaster - Video Editor,Unknown,5,Crime Master bahut badhiya hai editing mein bahut best hai,5
KineMaster - Video Editor,Unknown,4,Ok nice!,4
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,best video editor app 👍,5
KineMaster - Video Editor,Unknown,3,When I save a video....It comes out as an Audio,1
KineMaster - Video Editor,Unknown,4,Best aap,5
KineMaster - Video Editor,Unknown,5,"Its a good editor in mobile and isn't buggy much but i hate when the reviews in the play store are sometimes fake like the 1 star review, which is kinda annoying.",3
KineMaster - Video Editor,Unknown,1,"The application is good but auto payment happens even if you don't want it, that's why I didn't like this thing",2
KineMaster - Video Editor,Unknown,5,nice,4
KineMaster - Video Editor,Unknown,5,very good 👍,5
KineMaster - Video Editor,Unknown,4,"good app hii, 🤠👋",4
KineMaster - Video Editor,Unknown,4,nice but please add more options,4
KineMaster - Video Editor,Unknown,5,just awsm,1
KineMaster - Video Editor,Unknown,5,very best editing app download now ☺️,5
KineMaster - Video Editor,Unknown,5,good,4
KineMaster - Video Editor,Unknown,5,Very nice work,5
KineMaster - Video Editor,Unknown,4,it .s beast video aditir app,5
KineMaster - Video Editor,Unknown,3,very good 👍,5
KineMaster - Video Editor,Unknown,4,very nice,5
KineMaster - Video Editor,Unknown,1,"KineMaster offers great features, the subscription pricing is relatively high compared to similar apps. Lowering the subscription rates would make it more accessible to a broader audience. Apart from the pricing issue, the app performs well and provides a solid video editing experience. Overall, KineMaster is a powerful and versatile video editing app. Addressing the pricing concerns could enhance its appeal to many potential users.",4
KineMaster - Video Editor,Unknown,5,good app,4
KineMaster - Video Editor,Unknown,5,osm,5
KineMaster - Video Editor,Unknown,5,THANK YOU KINEM-A-S-T-E-R??!!!!!!??!,1
KineMaster - Video Editor,Unknown,3,Please add 4K options i can't save my video in 4k it's a limited to 1080p,1
KineMaster - Video Editor,Unknown,1,Capcut>>>>kinemaster,5
KineMaster - Video Editor,Unknown,5,😍⭐ ⭐ ⭐ ⭐ ⭐🙂,5
