Appname,Date,Score,Text,sentiment
VITA - Video Editor & Maker,Unknown,5,This app is so good for editing 🫡👍🏻,5
VITA - Video Editor & Maker,Unknown,1,Very bad app I'm not able to share a video on WHATSAPP....,1
VITA - Video Editor & Maker,Unknown,5,Nice app all facilities free there,5
VITA - Video Editor & Maker,Unknown,2,Glitches a lot,3
VITA - Video Editor & Maker,Unknown,5,I love it,5
VITA - Video Editor & Maker,Unknown,4,Text Voice Add,4
VITA - Video Editor & Maker,Unknown,5,Easy to use best app editing,5
VITA - Video Editor & Maker,Unknown,4,Wow it could be better than VN,5
VITA - Video Editor & Maker,Unknown,2,I don't like this app because The recording audio system is to bad but the effect was good need to improve 😕,3
VITA - Video Editor & Maker,Unknown,4,This app is nice,5
VITA - Video Editor & Maker,Unknown,5,Really love this app 👏 😍,5
VITA - Video Editor & Maker,Unknown,5,This app is sooooo sooooo cool,5
VITA - Video Editor & Maker,Unknown,5,❤️❤️❤️,5
VITA - Video Editor & Maker,Unknown,5,Easy and simple working,5
VITA - Video Editor & Maker,Unknown,5,Good working this app,4
VITA - Video Editor & Maker,Unknown,5,Very good,5
VITA - Video Editor & Maker,Unknown,5,Great experience...,5
VITA - Video Editor & Maker,Unknown,5,This is amazing 🤩🤩🤩😍😍,5
VITA - Video Editor & Maker,Unknown,5,Capcut👽 VITA💀,5
VITA - Video Editor & Maker,Unknown,5,Vita is great Ap in editing,5
VITA - Video Editor & Maker,Unknown,5,Mast,2
VITA - Video Editor & Maker,Unknown,1,Why there is not keyframing option,1
VITA - Video Editor & Maker,Unknown,5,Very nice application ☺️,5
VITA - Video Editor & Maker,Unknown,5,Enhance it to the next level.,5
VITA - Video Editor & Maker,Unknown,5,Best,5
VITA - Video Editor & Maker,Unknown,1,Very useful and performance very extremely 👍,5
VITA - Video Editor & Maker,Unknown,1,No nice,2
VITA - Video Editor & Maker,Unknown,5,Best editing app,5
VITA - Video Editor & Maker,Unknown,5,Great editing app ever,5
VITA - Video Editor & Maker,Unknown,5,Easy to use. Loveing it.,5
VITA - Video Editor & Maker,Unknown,5,"This is better than capcut app, but I want to improve more function in adjustment like HCL, GRAPH etc.",4
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,4,Top most editing app eze to water mark remove this app.,5
VITA - Video Editor & Maker,Unknown,1,It not properly performing the videos . It effects the video's speed,2
VITA - Video Editor & Maker,Unknown,5,Nice and good,5
VITA - Video Editor & Maker,Unknown,5,It is good and best app app for editing but the only problem in adding music 😔 just a one problem everything was good I was satisfied 🗿,4
VITA - Video Editor & Maker,Unknown,1,Very bad app,1
VITA - Video Editor & Maker,Unknown,1,Tried this app multiple times. Whenever i try to export the video. It says do not shut down and later crashes itself. Wasted my time to edit.,1
VITA - Video Editor & Maker,Unknown,2,Good but downloading take too much time,3
VITA - Video Editor & Maker,Unknown,4,Very good if you don't have Capcut,4
VITA - Video Editor & Maker,Unknown,5,Easy to understand and millions of effect,5
VITA - Video Editor & Maker,Unknown,5,Nice aap use and for personal use,4
VITA - Video Editor & Maker,Unknown,5,Super 😍😍,5
VITA - Video Editor & Maker,Unknown,5,Very good app,5
VITA - Video Editor & Maker,Unknown,4,Good,4
VITA - Video Editor & Maker,Unknown,5,Very useful,5
VITA - Video Editor & Maker,Unknown,5,Good app you,4
VITA - Video Editor & Maker,Unknown,5,The best editing app I saw in my life,5
VITA - Video Editor & Maker,Unknown,5,Super 🌹👌👌👌🌹,5
VITA - Video Editor & Maker,Unknown,5,Amazing app ✨,5
VITA - Video Editor & Maker,Unknown,5,Nice 🙂👍🏻,5
VITA - Video Editor & Maker,Unknown,5,It is good for me and it's provide me all feature,4
VITA - Video Editor & Maker,Unknown,1,It give water mark on video,4
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,4,Very user friendly 👍🙂👍,5
VITA - Video Editor & Maker,Unknown,5,It is so good and have many things to edit 😁,5
VITA - Video Editor & Maker,Unknown,3,Good sir 👌 👌,4
VITA - Video Editor & Maker,Unknown,5,Make editing so easy 😌,5
VITA - Video Editor & Maker,Unknown,3,Nice but foto she videos vi bna chiy tha,3
VITA - Video Editor & Maker,Unknown,5,Good 👍,4
VITA - Video Editor & Maker,Unknown,1,Very bad poor app in my life very bad 😡😡😡😡,1
VITA - Video Editor & Maker,Unknown,4,Good,4
VITA - Video Editor & Maker,Unknown,5,Cool app,5
VITA - Video Editor & Maker,Unknown,5,Easy and good,5
VITA - Video Editor & Maker,Unknown,1,Export nahi hoti video,1
VITA - Video Editor & Maker,Unknown,5,Good,4
VITA - Video Editor & Maker,Unknown,5,This app is cool and good app,5
VITA - Video Editor & Maker,Unknown,5,Good,4
VITA - Video Editor & Maker,Unknown,5,Yes this is a very good app which makes very good videos and I also liked its template very much I liked it when I used vita it for the first time Then I felt very good,5
VITA - Video Editor & Maker,Unknown,5,good app,4
VITA - Video Editor & Maker,Unknown,5,Badhiya badhiya,3
VITA - Video Editor & Maker,Unknown,5,Use karna aata ho toh tagda app,3
VITA - Video Editor & Maker,Unknown,5,Awesome,5
VITA - Video Editor & Maker,Unknown,5,Very good editing app,5
VITA - Video Editor & Maker,Unknown,4,vita app 😍 very nice video editeng,5
VITA - Video Editor & Maker,Unknown,1,Bekar he bhai,1
VITA - Video Editor & Maker,Unknown,5,This app edit video not speed download,1
VITA - Video Editor & Maker,Unknown,5,Very good app for editing,5
VITA - Video Editor & Maker,Unknown,4,This is one of the best video editor application,5
VITA - Video Editor & Maker,Unknown,5,this best app,5
VITA - Video Editor & Maker,Unknown,5,Awesome,5
VITA - Video Editor & Maker,Unknown,5,Vary easily editing good for beginners,3
VITA - Video Editor & Maker,Unknown,4,Nice app,4
VITA - Video Editor & Maker,Unknown,5,Amazing app for beginers,5
VITA - Video Editor & Maker,Unknown,1,"Collects ""facial image data?"" Extremely creepy as soon as I saw this warning on launch I deleted. Don't download if you care about privacy.",1
VITA - Video Editor & Maker,Unknown,5,Best,5
VITA - Video Editor & Maker,Unknown,5,Awesome app,5
VITA - Video Editor & Maker,Unknown,5,मस्त है,5
VITA - Video Editor & Maker,Unknown,5,🥰,5
VITA - Video Editor & Maker,Unknown,5,Best aap for basic editing,5
VITA - Video Editor & Maker,Unknown,1,The file just doesn't exporttt!!😭😭,1
VITA - Video Editor & Maker,Unknown,5,It is nice to edited I like this app you also try this app,5
VITA - Video Editor & Maker,Unknown,5,Good app,4
VITA - Video Editor & Maker,Unknown,2,Very nice editing,5
VITA - Video Editor & Maker,Unknown,4,My experience is pretty good,4
VITA - Video Editor & Maker,Unknown,5,Its best editing app for instagram 👍👍🏻,5
VITA - Video Editor & Maker,Unknown,5,Very good,5
VITA - Video Editor & Maker,Unknown,5,This is the best app to edit a Video 💜❤️ Love it so much........ VITA is better than others app ❤️💜 Love you VITA ❤️❤️❤️🌹,5
VITA - Video Editor & Maker,Unknown,5,This is my fav app and I will make videos and the videos 🔥🔥🔥,5
VITA - Video Editor & Maker,Unknown,5,Very good,5
VITA - Video Editor & Maker,Unknown,5,Very good for editing❤️😻😍🤩,5
VITA - Video Editor & Maker,Unknown,2,"Video rendering time too many slow, & stuck 21 &23 percent.",2
VITA - Video Editor & Maker,Unknown,1,Very bad VITA in old devices it will not very as expected.. Using effects would result in stucking the video.. Very bad for using in low storage devices..,2
VITA - Video Editor & Maker,Unknown,4,Awesome,5
VITA - Video Editor & Maker,Unknown,5,Best best editor app,5
VITA - Video Editor & Maker,Unknown,5,Exilant app,1
VITA - Video Editor & Maker,Unknown,5,This is the best editing app which I saw in my life I will give five stars for the app,5
VITA - Video Editor & Maker,Unknown,1,Video after editing... Can't play smoothly...,2
VITA - Video Editor & Maker,Unknown,5,Very good 👍,5
VITA - Video Editor & Maker,Unknown,5,video editing app is so easy,5
VITA - Video Editor & Maker,Unknown,3,Video sev hone mein bahut dikkat aati Hai is app me,1
VITA - Video Editor & Maker,Unknown,5,This is the easiest free editing app I have ever used!(Trust me when I say I have use over 100 apps for editing),5
VITA - Video Editor & Maker,Unknown,5,Best app for editing,5
VITA - Video Editor & Maker,Unknown,5,Great 👍 Subscribe,5
VITA - Video Editor & Maker,Unknown,1,I am exporting a vedio it take still 2 hours but not expoted just 21 seconds vedio.,1
VITA - Video Editor & Maker,Unknown,5,Very nicereeeeerrr,5
VITA - Video Editor & Maker,Unknown,5,👍👍👍,5
VITA - Video Editor & Maker,Unknown,4,Nice app,4
VITA - Video Editor & Maker,Unknown,2,"After exporting the video It's get hangeed many times , not recommed to imstall.",1
VITA - Video Editor & Maker,Unknown,5,i love it,5
VITA - Video Editor & Maker,Unknown,5,Veri nice aap,5
VITA - Video Editor & Maker,Unknown,4,Wow it's amazing app,5
VITA - Video Editor & Maker,Unknown,5,Amszing,3
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,5,Nice the appp,4
VITA - Video Editor & Maker,Unknown,5,More better than capcut,5
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,4,This is very good app but some photos come very short so please improve this,3
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,5,Nice editor,4
VITA - Video Editor & Maker,Unknown,5,Mast app,5
VITA - Video Editor & Maker,Unknown,1,VITA IS REALLY A GOOD AAP FOR EDITOR LIKE US...PLEASE UNSTILL THIS AAP AND USE .... U WILL ALSO FIND THE DIFFERENCE WITH OTHERS AAP...THANKS 😊,5
VITA - Video Editor & Maker,Unknown,5,Super,5
VITA - Video Editor & Maker,Unknown,1,❤️❤️❤️,5
VITA - Video Editor & Maker,Unknown,4,Super❤️❤️❤️❤️,5
VITA - Video Editor & Maker,Unknown,5,Just yes!,5
VITA - Video Editor & Maker,Unknown,4,I love it 💝,5
VITA - Video Editor & Maker,Unknown,5,Good app for editing,4
VITA - Video Editor & Maker,Unknown,3,Very lag,2
VITA - Video Editor & Maker,Unknown,5,Super 🎥📽❤❤❤❤🤡,5
VITA - Video Editor & Maker,Unknown,5,Superb app for video editing. Tutorial video not available. Consider it.,5
VITA - Video Editor & Maker,Unknown,5,superb App,5
VITA - Video Editor & Maker,Unknown,2,No search bar to look for specific types of templates.,2
VITA - Video Editor & Maker,Unknown,5,It make easy to use 😌 or edit,4
VITA - Video Editor & Maker,Unknown,4,This his the best editing app,5
VITA - Video Editor & Maker,Unknown,5,Superrr👌,5
VITA - Video Editor & Maker,Unknown,5,Very nice app,5
VITA - Video Editor & Maker,Unknown,5,I think it's even good if the ad have been removed,3
VITA - Video Editor & Maker,Unknown,1,🤮BAHUT BEKAR APP HAI,1
VITA - Video Editor & Maker,Unknown,5,Superb,5
VITA - Video Editor & Maker,Unknown,5,"Verrrrrrry good app for those who don't have capcut,this app is just like capcut. I don't have any word.10/10 app",5
VITA - Video Editor & Maker,Unknown,5,Thx alot,5
VITA - Video Editor & Maker,Unknown,5,Gooooooooooooooddddd appo,1
VITA - Video Editor & Maker,Unknown,5,Best app,5
VITA - Video Editor & Maker,Unknown,5,Super,5
VITA - Video Editor & Maker,Unknown,5,Bhai app bahut hi mast hai,1
VITA - Video Editor & Maker,Unknown,5,This app is very good 👍😊,5
VITA - Video Editor & Maker,Unknown,5,I am first time using this app and literally I fall in love this app 🥰,5
VITA - Video Editor & Maker,Unknown,5,It was an amazing app with a top-notch performance in terms of quick page loading and page navigation. It is quite user friendly as well. I love the app as it helps begginers like me to master video editing quickly!,5
VITA - Video Editor & Maker,Unknown,3,"It was an awesome aap,but when we export the video in the video there is a logo of vita",3
VITA - Video Editor & Maker,Unknown,5,Thanks vita for helping 🙂 nice app,5
VITA - Video Editor & Maker,Unknown,5,Besttt apppp,3
VITA - Video Editor & Maker,Unknown,5,Super,5
VITA - Video Editor & Maker,Unknown,5,This is best short editing app 🤩😍😘👍👏,5
VITA - Video Editor & Maker,Unknown,5,super keep it up for free I love this very much 💗💗,5
VITA - Video Editor & Maker,Unknown,5,Very nice 👌 👍,5
VITA - Video Editor & Maker,Unknown,5,Good 👍,4
VITA - Video Editor & Maker,Unknown,4,Superb! I rate this app 10/10.,5
VITA - Video Editor & Maker,Unknown,4,Best app,5
VITA - Video Editor & Maker,Unknown,5,👍 Good 😊,4
VITA - Video Editor & Maker,Unknown,5,Wonderful app for my editing work and a nice experience I had from here 😄,5
VITA - Video Editor & Maker,Unknown,1,Worst 👎,1
VITA - Video Editor & Maker,Unknown,5,Thia app is very helpfull.,5
VITA - Video Editor & Maker,Unknown,5,i love this app its soo good and vita make it very esay to edit it,5
VITA - Video Editor & Maker,Unknown,5,Amazing edits,5
VITA - Video Editor & Maker,Unknown,4,Many editing features are present without any subscription and there are no ads to disturb you . I rated 4 star bcz music options are very less no option of hindi musics,4
VITA - Video Editor & Maker,Unknown,4,Video to Ham YouTube per banate hain to ismein option gallery ke videos ko edit karne ka dikhata hai YouTube mein se kaise karen,1
VITA - Video Editor & Maker,Unknown,2,Good,4
VITA - Video Editor & Maker,Unknown,5,Best aap,5
VITA - Video Editor & Maker,Unknown,4,This app only one problem 😭 music Do not add your favourite music,1
VITA - Video Editor & Maker,Unknown,5,APP ABSOLUTELY VERY MUCH GOOD I HAVE MANY MORE APPS OF EDITING BUT EVERY TIME I CHOOSE VITA ONLY EDITING AND EVERYTHING IS VERY SIMPLE AND EFFECTS WHAT I TALK ABOUT EFFECTS ARE UNLIMITED AND VERY VERY NICE EFFECTS FILTERS ARE ALSO GOOD BUT SOMETIMES APP LEG SO MUCH AND SOMETIMES VOICE OVER RING AND ETC BECOME HARDER BUT AFTER SECOND TRY IT BECOMES ALL PERFECT,5
VITA - Video Editor & Maker,Unknown,5,Best gift for ever 💝,5
VITA - Video Editor & Maker,Unknown,5,Very good,5
VITA - Video Editor & Maker,Unknown,5,Vita is good app to edit but camera recording not available in Vita voter very good rate,3
VITA - Video Editor & Maker,Unknown,4,Like this App,5
VITA - Video Editor & Maker,Unknown,1,Bekar,3
VITA - Video Editor & Maker,Unknown,5,Very nice video editing app thank you so much 😍🥰🥰🥰,5
VITA - Video Editor & Maker,Unknown,5,Much better & easy apk to make videos. Emojis & effects are aldo good...✌️,5
VITA - Video Editor & Maker,Unknown,5,Best,5
VITA - Video Editor & Maker,Unknown,2,Good,4
VITA - Video Editor & Maker,Unknown,5,Very very very very very very very very very very very very very very very very very very very very very very very very very very very nice😊😊😊😊😊😊😊😊😊 I app for edditing,5
VITA - Video Editor & Maker,Unknown,5,Nice,4
VITA - Video Editor & Maker,Unknown,5,This app is so good,5
VITA - Video Editor & Maker,Unknown,5,Amazing,5
VITA - Video Editor & Maker,Unknown,5,Gud but improve on pictures,3
VITA - Video Editor & Maker,Unknown,5,Best,5
VITA - Video Editor & Maker,Unknown,5,"Good app, nice features",4
VITA - Video Editor & Maker,Unknown,4,Good,4
VITA - Video Editor & Maker,Unknown,4,A good applaction,4
VITA - Video Editor & Maker,Unknown,5,But some lagging time are there,3
VITA - Video Editor & Maker,Unknown,5,Good,4
VITA - Video Editor & Maker,Unknown,2,Something feels bad,2
VITA - Video Editor & Maker,Unknown,1,Very nice,5
VITA - Video Editor & Maker,Unknown,4,Everything is good for me editing practice,4
VITA - Video Editor & Maker,Unknown,5,good app,4
VITA - Video Editor & Maker,Unknown,5,Very good to edit a vedio it's very smooth....I like it,5
VITA - Video Editor & Maker,Unknown,5,This app is very best app,5
VITA - Video Editor & Maker,Unknown,5,Super👍🏻 like it,5
VITA - Video Editor & Maker,Unknown,5,Super excellent ❤️,5
VITA - Video Editor & Maker,Unknown,5,Good 👍,4
VITA - Video Editor & Maker,Unknown,5,Good 👍🏻,4
VITA - Video Editor & Maker,Unknown,4,Good,4
VITA - Video Editor & Maker,Unknown,4,Nice 👍,5
VITA - Video Editor & Maker,Unknown,5,Good for vita aap 👍❤️,4
VITA - Video Editor & Maker,Unknown,5,Osm,5
VITA - Video Editor & Maker,Unknown,4,This is very good and bad,5
VITA - Video Editor & Maker,Unknown,5,Good,4
VITA - Video Editor & Maker,Unknown,5,Is aap se bahut achi achi editing hoti hai isliye mein vita aap ko 5 mein se 5 rating de raha 💓,5
VITA - Video Editor & Maker,Unknown,5,Video editing clarity super,5
VITA - Video Editor & Maker,Unknown,5,This is the world best app,5
VITA - Video Editor & Maker,Unknown,4,Very helpful A But it doesn't provide lyrics the only prob for me,4
VITA - Video Editor & Maker,Unknown,5,Nice super,5
VITA - Video Editor & Maker,Unknown,5,Best App for editing videos.. Love it! Love the Effects they have and its absolutely user friendly.,5
VITA - Video Editor & Maker,Unknown,5,Good app,4
VITA - Video Editor & Maker,Unknown,5,The best editing app i recommend that everyone will use,5
VITA - Video Editor & Maker,Unknown,5,This app is so awesome I can edit any thing easily and I don't have to do any work this app edit the things very easily which I want to edit and I can remove watermark free of coast without giving a single penny I love this app so much ❤️,5
VITA - Video Editor & Maker,Unknown,1,I used this app many time earlier it was way better....but when I installed in and work to it it takes a lot of timeing to export the vedio and I tried atleast 5-6 times same thing happen it was stucked at 9%....plz fix it,2
VITA - Video Editor & Maker,Unknown,5,Thanks but hagh videos,3
VITA - Video Editor & Maker,Unknown,5,I like it!,5
VITA - Video Editor & Maker,Unknown,5,Very nice app for editing,5
VITA - Video Editor & Maker,Unknown,3,Good for editing videos,4
VITA - Video Editor & Maker,Unknown,5,Super 💜💜💜💜💜,5
VITA - Video Editor & Maker,Unknown,5,Nice app,4
VITA - Video Editor & Maker,Unknown,5,I've started to use this app recently. It seems have good features for my production.,4
VITA - Video Editor & Maker,Unknown,5,Nice this aap,5
VITA - Video Editor & Maker,Unknown,5,Super app,5
VITA - Video Editor & Maker,Unknown,5,Good,4
VITA - Video Editor & Maker,Unknown,5,Best app for pro editor,5
VITA - Video Editor & Maker,Unknown,5,Nice experience,4
VITA - Video Editor & Maker,Unknown,5,Your aap is very useful,5
